Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0026,1.8814257794566398,1.8514401140650147,1.8514401140650147,7.672891183560086,6.111230358864095,10348.281,3292.7969999999973,4.139706044022081,3.300839316282629,0.8388667277394526,24,29.712547889456097,40.299766893893285,-4.661632096179567e-05,0.004187512068099183,98.40622650550237,79.6470354220323,100.64726954579719,,Valid
2,B0026,1.8778879256717957,1.8537142570944365,1.8514401140650147,7.656746796399226,6.130487162971059,10802.094,3295.469,4.141170781450117,3.3070463707828517,0.8341244106672652,24,29.723589161365588,40.109608774971015,-6.37140347826993e-05,0.004143747398409352,98.71272037873553,80.06647373861276,100.77089562731562,-0.12362608151843801,Valid
3,B0026,1.8822738369162901,1.8409104654303976,1.8514401140650147,7.676479571733624,6.106404365069006,10801.046,3272.828,4.142023658442447,3.3171682754258294,0.8248553830166179,24,29.475019707607043,40.07766636355363,2.7430016054842797e-06,0.004011241019191337,97.80247854086642,79.54693695211594,100.07486086981578,0.6960347574998451,Valid
4,B0026,1.859684712421486,1.8428773636880478,1.8514401140650147,7.582868019499139,6.104262479730977,10284.484999999999,3275.641,4.139442019951688,3.3124107964722604,0.8270312234794277,24,29.777412181263617,40.39100191220248,-4.909827711383725e-05,0.004136583474459956,99.09622590210179,80.50070849227538,100.18178463019183,-0.10692376037604845,Valid
5,B0026,1.8629000448617077,1.8418833767732345,1.8514401140650147,7.592711937437283,6.107530870358705,10707.531,3274.765,4.141198998371938,3.3159393603707077,0.8252596380012305,24,29.77882612386636,40.32930622389056,-5.8994192819802576e-05,0.004136369742107251,98.8718306091386,80.43938609397763,100.12774989896815,0.05403473122368041,Valid
6,B0026,1.859446340001255,1.4137252175475747,1.8514401140650147,7.581402952108311,4.583510806745072,10761.452999999996,2510.297,4.142603259071071,3.242120869073822,0.9004823899972485,24,29.74536095758909,39.448500981150616,-7.879422366405214e-06,0.0052011002127267504,76.02936353337417,60.457290500176406,76.85238207451143,23.275367824456723,Valid
7,B0026,1.8744600128794302,1.844066843984625,1.8514401140650147,7.628523601639953,6.11965568888331,10361.562,3280.234,4.136224742705853,3.3185908822739743,0.8176338604318785,24,29.832426409777412,39.718525784036366,-2.2901828324377845e-05,0.004011594077746075,98.37856402985535,80.22070859907582,100.24644669682826,-23.394064622316833,Valid
8,B0026,1.871889580638814,1.8361025479404205,1.8514401140650147,7.619466507051714,6.10249282847583,10677.516,3264.984,4.138668487948222,3.323500023595348,0.8151684643528743,24,30.163184091041693,39.99378482131838,-1.363235668812049e-05,0.004107611691133684,98.08818676760941,80.09081505677668,99.81349472359719,0.43295197323107004,Valid
9,B0026,1.3815624462169829,1.8331950432456678,1.8514401140650147,5.670502175456565,6.095497490527714,8306.733999999999,3259.266,4.157209642515661,3.3251257280909443,0.8320839144247167,24,36.528556594429546,39.94376018023551,-0.001202595486068396,0.0041168303098514415,132.6899879383196,107.49484440567967,99.6554380808274,0.15805664276979314,Invalid : Charge Ah less than Discharge Ah
10,B0026,1.851308008629558,1.8207029823321743,1.8514401140650147,7.53662352340074,6.060018624771407,10074.0,3237.687,4.1362362847522425,3.3285270683644703,0.8077092163877722,24,29.936163495550577,40.24407773881776,-7.104406868646277e-05,0.004162223094674973,98.34684308852317,80.40760701334533,98.9763495095085,0.6790885713188999,Valid
11,B0026,1.8443574614528564,1.7457322159180428,1.8514401140650147,7.508136106107239,5.771202904875652,9603.109,3103.813,4.134379378541772,3.3058213795085334,0.8285579990332388,24,29.90319046738531,39.64199197795671,-5.5413360402786824e-05,0.004280771349067584,94.65259595300341,76.86598675510507,94.90081777720148,4.075531732307013,Valid
12,B0026,1.842764630424097,1.8253977050011208,1.8514401140650147,7.505518714171621,6.078413753904684,10387.984,3247.016,4.139719977009813,3.329923791918535,0.8097961850912778,24,30.311865733626867,39.97958722012651,-5.823949284821444e-05,0.004129099560821721,99.05756138704598,80.98592496249015,99.2315622027599,-4.3307444255584215,Valid
