Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0050,1.869589534631417,1.761366122336915,1.761366122336915,7.769974152149227,5.7124107311993235,10801.422,3141.625,4.17837312602192,3.2467897989521592,0.9315833270697604,4,8.988519475833352,18.85708780894229,9.872878170804016e-05,0.004186904999305125,94.2113811459777,73.51904419938428,101.39327401790565,,Valid
2,B0050,1.8005453029800345,1.7416985399568836,1.761366122336915,7.444345174299514,5.69705574320611,10800.906999999996,3105.89,4.169375296581412,3.274757007701108,0.8946182888803045,4,18.27209899526128,20.111233999456417,-0.0011813717933895024,0.004486229463434524,96.73172549861671,76.52863495468132,100.26110703442667,1.1321669834789816,Valid
3,B0050,1.7536348043494767,1.6934951864195287,1.761366122336915,7.24952847292984,5.558527443945391,10801.687,3020.14,4.170112218825239,3.286871330474358,0.8832408883508811,4,17.776633550813422,20.087438499681067,-0.0010732573810699774,0.005037672711340715,96.57057342949706,76.67433081615246,97.48627460645282,2.7748324279738483,Valid
4,B0050,0.6959116817708586,0.03242447176682234,1.761366122336915,2.813458551261977,0.11649489818653469,1650.953,48.328,4.040001667612479,3.5928410361222967,0.4471606314901826,4,19.35847201427352,6.645975704977863,-0.0067402081885262425,0.029454891060585485,4.659279706918137,4.140629622365713,1.8665190099020221,95.6197555965508,Invalid : Discharge Ah significantly lower than average
5,B0050,1.61994368802599,3.024362971906231,1.761366122336915,6.741336120837977,10.066615927110737,10799.469000000001,5399.0160000000005,4.1840962077611055,3.333268114480149,0.8508280932809567,4,23.322660769144843,24.850567001653683,-0.0016695802520845157,0.0036274466587108336,186.6955619668249,149.3267172362771,174.09785487031172,-172.2313358604097,Invalid : Charge Ah less than Discharge Ah
6,B0050,1.466310024079288,1.4687864445988548,1.761366122336915,6.090750269570064,4.775894742729112,10801.187,2617.109,4.182724905411813,3.254391086057079,0.9283338193547346,4,18.39239122070698,19.265522316221983,-0.0011160130968444594,0.005246232986670678,100.16888792130585,78.41225680504274,84.55088613456971,89.54696873574201,Invalid : Charge Ah less than Discharge Ah
7,B0050,1.4915268663803691,1.5016024515942104,1.761366122336915,6.200313025199518,4.8703995765283254,10800.485,2675.797,4.184007045059813,3.2465620343917516,0.9374450106680614,4,17.496022506416026,18.66332781758057,-0.0011014310652649286,0.0044707497414524485,100.6755215370872,78.55086600844,86.43994392173722,-1.8890577871675163,Invalid : Charge Ah less than Discharge Ah
8,B0050,1.454569170247062,1.4581308800207982,1.761366122336915,6.043733508375327,4.755967587910089,10799.687,2598.063,4.183329920718163,3.264672895441327,0.9186570252768358,4,18.359488506538614,18.92417439659304,-0.0011269350847168164,0.0050716048010552295,100.24486355455555,78.69254296734512,83.93749714895384,2.5024467727833866,Invalid : Charge Ah less than Discharge Ah
9,B0050,1.6167481629583904,1.655411363207547,1.761366122336915,6.74046074440805,5.202523650001205,10801.265000000001,2951.281,4.187358929170127,3.147287917839345,1.0400710113307823,4,8.948076991654853,22.784422727870645,-0.00014524934123474618,0.005272174098075356,102.39141760819501,77.18350194854658,95.29397428137406,-11.356477132420224,Invalid : Charge Ah less than Discharge Ah
10,B0050,0.5920147486219792,0.526761322735949,1.761366122336915,2.485704764380933,1.81548930915874,10026.532,932.3589999999999,4.198107056951601,3.4465571754815887,0.7515498814700123,4,8.211988318505453,13.887369323051947,-0.00014251870872084344,0.007778883424291568,88.97773644357353,73.03720599380551,30.323085280724055,64.97088900065,Invalid : Discharge Ah significantly lower than average
11,B0050,1.4462624405462652,1.4781470900929206,1.761366122336915,6.021948021888111,4.799285260994151,10801.125,2633.39,4.1864887032441045,3.2489929514080367,0.9374957518360678,4,16.999253444279205,17.45952072063097,-0.001012387938837236,0.00449241150044939,102.20462404697534,79.69655738558487,85.08973293168253,-54.766647650958475,Invalid : Charge Ah less than Discharge Ah
12,B0050,0.014838643264114632,1.588625809709538,1.761366122336915,0.058742701376659615,4.893189308947003,35.078,2832.078,4.036263980904404,3.0828688304623806,0.9533951504420233,4,19.458631040750667,22.040567642623877,-0.038399715261810526,0.00558734998580606,10706.004460336528,8329.867701472827,91.44945505258545,-6.359722120902916,Invalid : Charge Ah less than Discharge Ah
13,B0050,0.562098581846728,0.09629161773943803,1.761366122336915,2.31840843998371,0.2738321755945794,1379.4689999999998,162.422,4.124703318592753,2.843997400414759,1.2807059181779943,4,8.961275732612533,9.748407418593134,0.0016884342996117702,0.02587232655963411,17.130734865595986,11.811213713339631,5.54303972312619,85.90641532945926,Invalid : Discharge Ah significantly lower than average
14,B0050,0.3490133323536728,0.6106527345342233,1.761366122336915,1.44986336379276,1.8411309457768081,933.6560000000001,1083.016,4.158330627276967,3.0150311143363724,1.1432995129405943,4,8.772663828552755,17.811834697081647,0.0037159106495497445,0.01235865467536197,174.9654462814097,126.98651416092855,35.15230550719572,-29.609265784069528,Invalid : Charge Ah less than Discharge Ah
15,B0050,0.32589663278832603,0.32716889050998454,1.761366122336915,1.337827914090847,1.0102763201566078,860.562,575.4849999999999,4.114496839000013,3.0880664940175,1.0264303449825132,4,8.60650728510539,13.530512810680897,0.0023177192719974274,0.012111731265883012,100.39038688763773,75.51616388892329,18.833520495784658,16.318785011411062,Invalid : Charge Ah less than Discharge Ah
16,B0050,1.4586525471307101,0.12072669362403964,1.761366122336915,6.087831231698785,0.3967690058143032,10800.453000000001,216.125,4.190817293580848,3.2832013899307073,0.9076159036501403,4,9.155341887095714,9.290927916610505,-0.0003840296428074278,0.014992488104963626,8.276590190139455,6.517411385328209,6.949648101359675,11.883872394424984,Invalid : Discharge Ah significantly lower than average
17,B0050,0.2951525944327654,0.17944610720180945,1.761366122336915,1.221298103072078,0.6359860184517787,753.25,310.719,4.142203061466036,3.54431512376233,0.5978879377037063,4,7.746266472901853,9.90675136212641,0.0017801055394779594,0.01645456254480389,60.79774007972901,52.074593160507376,10.329838917771157,-3.3801908164114822,Invalid : Discharge Ah significantly lower than average
18,B0050,0.7184670255575388,1.277557129970699,1.761366122336915,2.9596281106182483,4.106369887413825,1800.11,2274.328,4.120754167090881,3.2167916074508396,0.9039625596400418,4,8.921226777944328,19.132243971379143,0.0008143205292604267,0.00558056736417318,177.8170861744559,138.74614424296806,73.54274532133333,-63.21290640356217,Invalid : Charge Ah less than Discharge Ah
19,B0050,0.07241595347066991,0.12816673337422538,1.761366122336915,0.30231878349468105,0.36489626737139363,183.703,219.281,4.176578268245947,2.847116103120974,1.3294621651249732,4,6.6532429511211175,10.19430325842459,0.006441232435679362,0.016907427584661204,176.98687544884123,120.69917163377761,7.377934974558883,66.16481034677444,Invalid : Charge Ah less than Discharge Ah
