Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0025,1.9157954734701597,1.8858792423063149,1.8858792423063149,7.811779342053312,6.248997594172845,10800.875,3353.203,4.144656181129641,3.3140077457151293,0.830648435414512,24,30.02498708812653,41.3385054307461,-4.58848010366717e-05,0.004399683568713523,98.43844337362087,79.99454823989316,100.66544398015893,,Valid
2,B0025,1.9059900380153498,1.8880736925150523,1.8858792423063149,7.767420808339422,6.266246107787328,10802.094,3356.157,4.143364811389553,3.319067358091774,0.8242974532977789,24,30.000531528748443,41.0073000791803,-8.18069830197129e-05,0.004379728396396728,99.05999794631911,80.67344698332334,100.78258048582656,-0.11713650566763079,Valid
3,B0025,1.9038190582711114,1.8870572074021976,1.8858792423063149,7.757547876900139,6.266386703581761,10801.046,3354.921,4.143582934132688,3.321326285550934,0.822256648581754,24,29.75204112376427,41.099149886140665,-4.428368257585201e-05,0.004350545280216374,99.1195670199806,80.77793141620629,100.72832201429283,0.054258471533728425,Valid
4,B0025,1.902648863194118,1.8775037670176906,1.8858792423063149,7.751908721820493,6.24999828036651,10802.563,3337.219,4.143383660058931,3.3292045252214972,0.8141791348374339,24,30.02296835105506,41.0744616355634,-6.59389147258997e-05,0.0043255958459171105,98.67841635612078,80.62528216790886,100.21837349994985,0.5099485143429803,Valid
5,B0025,1.8898933560423874,1.8767536065100874,1.8858792423063149,7.697563565497935,6.239602996896663,10411.516,3336.797,4.141385758497804,3.324969701373456,0.8164160571243477,24,30.000352076100203,41.18407107614105,-7.266247161754702e-05,0.004340161819833702,99.3047359264855,81.05945399221966,100.1783310418432,0.04004245810665452,Valid
6,B0025,1.8946286819079978,1.8454442359631977,1.8858792423063149,7.721232309882866,6.134756177482766,10709.641,3282.5,4.14450242643096,3.3252740435670076,0.8192283828639524,24,30.01810832008208,40.729853373904405,-2.569839443879246e-05,0.004341707824179344,97.40400605065956,79.45307084764858,98.50708316120608,1.671247880637111,Valid
7,B0025,1.892798338449873,1.8793972551290303,1.8858792423063149,7.707790361991243,6.254303416340402,10755.64,3343.046,4.143079535736655,3.3280483806949035,0.8150311550417517,24,30.41932749961281,40.52120436532312,-3.612902829007964e-05,0.004265149316898172,99.29199624446957,81.1426248329444,100.31944509410242,-1.8123619328963372,Valid
8,B0025,1.8963136200155857,1.8717687669379042,1.8858792423063149,7.715773831207344,6.233520691924873,10509.86,3328.516,4.140232519312882,3.3305859241542413,0.8096465951586405,24,30.79240400263001,40.713738535087295,-4.15828520699888e-05,0.004224230712110068,98.70565433804774,80.78931327293024,99.91224768006335,0.40719741403907506,Valid
9,B0025,1.3874089575326012,1.856992941707711,1.8858792423063149,5.695505833918288,6.199863165219936,8639.702999999996,3301.641,4.163342163839393,3.338836677282389,0.8245054865570038,24,36.72261855920218,40.54833419458821,-0.0011721747400997074,0.00422455535699225,133.8461116043411,108.85535624067073,99.12353598866595,0.7887116913973955,Invalid : Charge Ah less than Discharge Ah
10,B0025,1.8853079702018025,1.8565120364878709,1.8858792423063149,7.669892363665763,6.195559888638474,10417.484,3301.75,4.139692076079277,3.337543257349037,0.8021488187302404,24,30.56346654181748,41.009619212656695,-6.624239277400056e-05,0.004289440677579314,98.47261380267494,80.77766407763976,99.0978659794832,0.025670009182746867,Valid
