Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0045,1.0653328218926594,1.0693142303100203,1.0693142303100203,4.474831299216242,3.4551043721726384,10800.719000000001,3814.969,4.204196593702999,3.2310328220422977,0.9731637716607016,4,8.785650190090244,16.140197790080506,-2.3745020305995587e-05,0.0027310622205406958,100.37372437378653,77.21194702418822,110.5887210951907,,Invalid : Charge Ah less than Discharge Ah
2,B0045,1.0447023308001429,1.0267240004270546,1.0693142303100203,4.3881893579212266,3.3185064612629134,10799.499999999995,3661.703,4.204186571292755,3.232047207908802,0.9721393633839535,4,8.853129773685774,16.048042618774584,7.532104076350964e-05,0.0026127045171739716,98.27909540899381,75.62359302641755,106.18402982633721,4.404691268853497,Valid
3,B0045,1.0114323263895595,0.9964216718132757,1.0693142303100203,4.249270329683289,3.211344600092396,10805.188,3553.282,4.2044726834269515,3.222905771174368,0.9815669122525836,4,8.776291982334724,16.329418812354433,-2.6375029835483836e-05,0.003230306369696768,98.51590124374744,75.57402450156067,103.05015610370616,3.1338737226310514,Valid
4,B0045,0.9867110855906935,0.9719986268093219,1.0693142303100203,4.145564048836489,3.1335711621371276,10803.203,3465.672,4.204484849039841,3.223712513381928,0.980772335657913,4,8.775346646457248,16.427023452406694,-2.9989349326568506e-05,0.0032655297316187453,98.50893954712548,75.58853572692017,100.5243192302415,2.5258368734646552,Valid
5,B0045,0.9654770331534646,0.9522688031413441,1.0693142303100203,4.056510056317547,3.063525541649736,10801.578,3395.484,4.204528887333874,3.216891442553309,0.9876374447805647,4,8.71806347044578,16.430052788494276,-4.6661201245427616e-05,0.0032583859646696128,98.6319477772579,75.52121156161434,98.4838563756111,2.0404628546304053,Valid
6,B0045,0.9449791407145555,0.9291114546200444,1.0693142303100203,3.970458015006659,2.960009523564252,10802.453,3312.344,4.204605404192668,3.185662501266136,1.0189429029265318,4,8.483162547096285,16.05220264749947,-0.00011346322570613241,0.0033920293017888478,98.32084271378598,74.55083298643791,96.08891812047943,2.394938255131663,Valid
7,B0045,0.9507631673168933,0.9468698305875414,1.0693142303100203,3.9949367849400943,3.042693863595998,10805.875,3375.531,4.204631455252693,3.213266633717789,0.9913648215349045,4,8.580955095681853,16.185673883928935,-1.0769885335159901e-05,0.0030507247368024458,99.59050404315313,76.16375495768013,97.92549340518661,-1.8365752847071803,Valid
8,B0045,0.9408730408258599,0.9302448347721506,1.0693142303100203,3.952915314797152,2.9911587082471955,10801.75,3316.172,4.204434475906506,3.215368732226973,0.9890657436795331,4,8.560759277571414,16.321997606884967,-0.000132032382457528,0.0033545313908870983,98.87038892682266,75.66968857263997,96.20613255378943,1.7193608513971839,Valid
9,B0045,0.9236618808793956,0.913345846270954,1.0693142303100203,3.881126364637195,2.9425919745686864,10799.906000000004,3255.781,4.204650314995484,3.221527768304601,0.9831225466908831,4,8.840378927250836,15.196414604557985,9.021281355138093e-06,0.0027200008910329082,98.88313734473702,75.81798936978848,94.45843531646018,1.7476972373292483,Valid
10,B0045,0.9114521795970069,0.9000189011479582,1.0693142303100203,3.829625237220463,2.897912503203032,10800.609,3208.032,4.204536937648911,3.219637882319902,0.9848990553290085,4,8.538550899579711,16.117462620569608,-0.00011552668054338771,0.003406984083916296,98.74559755245703,75.67091617837607,93.0801596183704,1.3782756980897801,Valid
11,B0045,0.8991290820243449,0.8948407271745399,1.0693142303100203,3.778372675277731,2.878074153440573,10803.594,3189.453,4.204741472177147,3.216164788048364,0.9885766841287835,4,8.779279490535002,15.57016420519042,7.149293918978053e-06,0.002935684717518551,99.52305459410232,76.17232075258481,92.54463168738727,0.535527930983136,Valid
12,B0045,0.8876991800890431,0.9125519541930122,1.0693142303100203,3.730722888822328,2.8930075762884346,10801.141,3253.234,4.204837699816382,3.170108624067658,1.0347290757487242,4,8.55644041954141,16.151766431119366,1.2678452994469156e-05,0.003254845602084076,102.79968424680487,77.54549620815354,94.3763308170543,-1.8316991296670295,Invalid : Charge Ah less than Discharge Ah
13,B0045,0.9481384071048476,0.9329890312000793,1.0693142303100203,3.984093798974153,2.9910985316898655,10802.641,3326.797,4.204607293018684,3.205692454061539,0.9989148389571452,4,8.64082549967087,16.47409759861981,-2.373746980465209e-05,0.003496368760218636,98.40219784461351,75.0760068063666,96.48993797299781,-2.1136071559435123,Valid
14,B0045,0.9245758979195975,0.9129303859237716,1.0693142303100203,3.884781093534968,2.9331274491029995,10803.702999999994,3254.765,4.204544004845209,3.2127662532985206,0.9917777515466883,4,8.69401193830235,16.31960164512131,-4.494591768576952e-05,0.003453209531822793,98.74044823988712,75.50303037626225,94.4154683127878,2.0744696602100134,Valid
15,B0045,0.9056602931504811,0.8919198065233136,1.0693142303100203,3.8055566209679705,2.866704007671506,10804.438,3179.156,4.204601211526316,3.2138469323155423,0.9907542792107735,4,8.612963575905082,16.09717978954398,-2.582033345291493e-05,0.0035287561829081913,98.48282112718346,75.32942728736327,92.24254940877961,2.172918904008185,Valid
16,B0045,0.8897381517622551,0.877754016091341,1.0693142303100203,3.738943696128489,2.8210073919584047,10800.859,3128.391,4.204756030747407,3.2136657134312796,0.9910903173161274,4,8.740714589018927,15.98422355298084,8.223105174600939e-05,0.003400222821880148,98.65307162032134,75.44931459865076,90.77752013789807,1.4650292708815442,Valid
17,B0045,0.877098546199475,0.8704045731821822,1.0693142303100203,3.6859266957662786,2.7942078181523797,10805.218,3101.859,4.204767853898967,3.209936758987839,0.9948310949111279,4,8.751479498184123,16.316482059677448,-7.476286682186164e-05,0.003589210277423171,99.23680491248125,75.80747119474343,90.01743907935801,0.7600810585400524,Valid
18,B0045,0.8638848475268537,0.857543945885509,1.0693142303100203,3.630949045446398,2.7431029881537023,10802.516,3055.953,4.204965906622111,3.1990554964269546,1.0059104101951566,4,8.582698076717909,15.893386512216576,6.436680160114478e-05,0.0031971055095543223,99.26600152097845,75.54782382842441,88.68739007700943,1.3300490023485878,Valid
19,B0045,0.8641773177271732,0.6593181925371286,1.0693142303100203,3.631370478249149,2.241699843179382,10803.203000000005,2360.125,4.204637491697152,3.397667568129645,0.8069699235675074,4,8.35284671467992,11.62448622814209,-0.00012587006700424342,0.002073261366246891,76.29431819284106,61.73151036520539,68.18683754571794,20.50055253129149,Valid
20,B0045,0.7024160824028427,0.8629912589627404,1.0693142303100203,2.9462070141357137,2.7544881548673956,10800.031,3075.578,4.203605131860551,3.1915598403754566,1.0120452914850948,4,9.849554901417935,16.040534167693867,-0.00046790818308073287,0.0035714703088221794,122.86040718353118,93.49268879109773,89.25075243537015,-21.06391488965221,Invalid : Charge Ah less than Discharge Ah
21,B0045,0.8360387615944603,0.8496346845863405,1.0693142303100203,3.51400781182514,2.717702517098462,10806.219000000001,3027.844,4.2048556890758215,3.198464530192719,1.0063911588831025,4,8.58965823822967,16.49928726668783,5.257779305068209e-07,0.0035211148383030738,101.62623117688354,77.33911427154497,87.86941247314911,1.381339962221034,Invalid : Charge Ah less than Discharge Ah
22,B0045,0.8457873437098056,0.841393850356525,1.0693142303100203,3.5545617085718484,2.690102955926152,10802.328,2997.438,4.204770271651803,3.197067822988028,1.0077024486637751,4,8.497893580828467,16.232193358377973,-7.794055440599048e-05,0.0035716995322378786,99.4805439705435,75.68029975225782,87.01714352132889,0.8522689518202213,Valid
23,B0045,0.8341893084639274,0.8344137742146325,1.0693142303100203,3.506743282472594,2.660530789667278,10805.781,2972.547,4.2050781598110865,3.188294125296977,1.0167840345141093,4,8.510781373767653,16.43681173300034,0.000131283392305637,0.0036546181310475614,100.02690825073248,75.86899226313896,86.2952624579345,0.7218810633943917,Invalid : Charge Ah less than Discharge Ah
24,B0045,0.8404869608613569,0.8319397261634689,1.0693142303100203,3.5322133764295662,2.663499662680531,10806.172,2964.079,4.204806333264976,3.2010673741949356,1.0037389590700405,4,8.285619089501685,15.988174254271438,-8.616780944997415e-05,0.003573566330494002,98.98306159453936,75.40596727406235,86.03939584534214,0.25586661259235655,Valid
