Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0006,0.8513701990099132,2.0414141768606844,2.0414141768606844,3.555324253885467,7.2467046551814835,7085.672,3634.172,4.179988901846976,3.556097854578411,0.6238910472685646,24,27.35587045298397,38.891274085458846,-8.119360166914402e-05,0.0039967971338808585,239.77984891116847,203.8268280948456,101.71454807644515,,Invalid : Charge Ah less than Discharge Ah
2,B0006,2.069027272335007,2.0312436591095864,2.0414141768606844,8.369716592421534,7.2212269703132055,9883.078,3616.172,4.037908990240919,3.5613652728087266,0.4765437174321927,24,31.861155418610604,38.93256573152998,-0.0007410361173885149,0.003933912691905403,98.1738465350058,86.27803451375829,101.20779661538337,0.506751461061782,Valid
3,B0006,2.06606790903122,2.019431621612336,2.0414141768606844,8.354683388543874,7.189749535119612,10033.046999999999,3595.437,4.037848589845905,3.566251745163857,0.47159684468204777,24,32.149172607204065,38.74993487069785,-0.0007530301504508789,0.0038884328759550765,97.7427514741879,86.05651705459425,100.61925555913263,0.5885410562507474,Valid
4,B0006,2.053960224459935,2.0079828043814514,2.0414141768606844,8.308819029498885,7.152955473226669,10108.843,3575.407,4.041632931300586,3.5681162654627685,0.4735166658378174,24,32.01707420321111,38.62371165177321,-0.0007440069663913607,0.003889937972648472,97.76152334738745,86.08871426650958,100.04881214600807,0.5704434131245506,Valid
5,B0006,2.0419904753139457,2.0066193283375617,2.0414141768606844,8.262522384024306,7.13999250533234,10468.968,3573.11,4.046285925191112,3.5642608596130807,0.4820250655780316,24,31.92107046426389,38.6431839118292,-0.0007221692040356118,0.003902898081570178,98.26781038383903,86.41419863669728,99.98087622629649,0.06793591971158719,Valid
6,B0006,2.045396678892943,2.019954642220279,2.0414141768606844,8.277216577206094,7.2049008967429735,10787.219000000001,3596.203,4.049034392804759,3.573004186227013,0.4760302065777462,24,32.03239363568571,38.59987549106525,-0.0007113320270169451,0.00394129970940312,98.75613190657792,87.04497254045428,100.64531533934509,-0.6644391130486014,Valid
7,B0006,2.0315398893663517,2.0191904646355483,2.0414141768606844,8.222828298992171,7.198577762479614,10784.532000000001,3594.891,4.051302543806063,3.5713724607632784,0.4799300830427846,24,32.00263278190103,38.751271239097335,-0.0006992645860523371,0.00396232732493381,99.39211507509926,87.54381705090336,100.6072397843881,0.03807555495698978,Valid
8,B0006,2.0189831391063215,1.974904986481841,2.0414141768606844,8.169476257731054,7.035402182052635,9536.562,3516.484,4.040784276833812,3.568068768184989,0.47271550864882306,24,32.202214948800616,38.62835155407349,-0.0008003892023255933,0.003954683461072508,97.81681422837482,86.11815445812447,98.40069226070985,2.2065475236782532,Valid
9,B0006,2.007031310779247,1.96286053892862,2.0414141768606844,8.122912144392686,6.9942258173556215,9291.390999999996,3494.766,4.040349643310272,3.568851824854904,0.47149781845536776,24,32.08909051113987,38.509747304976514,-0.0008112841605170745,0.003965985276343491,97.79919866653813,86.10490539632137,97.80057124970057,0.6001210110092785,Valid
10,B0006,1.9973834331856049,1.963227750108031,2.0414141768606844,8.085955294365089,6.985785991026745,9447.766000000001,3495.469,4.04343199841309,3.56419118621892,0.47924081219417003,24,31.997731444743632,38.61243715898949,-0.0007984625240246928,0.0040103993776962246,98.28997865356783,86.39407140792596,97.81886774219375,-0.018296492493178107,Valid
