Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0048,1.4932482705439158,6.2197247784035605,10800.719000000001,4.200007843220914,3.856846643350222,4.180541322349807,0.042774062335206114,-0.0012386207791864436,5.90450055830831e-05,4,8.728337360007776,4.162935502590596,6.296505752019267,-2.846285019613647e-05,1.5012784290006853,0.0525408390967558,0.504983557102968
5,B0048,1.5015970377979793,6.240653368520176,10799.499999999995,4.200417578681298,3.687241265722117,4.177357287880478,0.04241075821024271,-0.0012643812532830865,7.536920515661577e-05,4,8.540203319870198,4.00055769863955,6.373461938163394,-0.00015241672795515243,1.5015245179110674,0.0510775023644099,0.5069240488105949
7,B0048,1.4915346287453133,6.2004867956367615,10805.188,4.200725510006038,3.680451893835252,4.177579651129876,0.042818038442902384,-0.001149029231619304,7.650095554745873e-05,4,8.447044657958907,3.7260557396776695,6.219078586261603,-0.0002815483506812598,1.501097839761187,0.0544335934726089,0.5037476001299636
9,B0048,1.4748649901990631,6.134579790596343,10803.203,4.200683998663356,3.717007913593854,4.178533057662759,0.04248306405405108,-0.0011224779582553683,7.296551887416842e-05,4,8.32832750131666,3.833406177441087,6.223314906343394,-0.0002648977806546025,1.5005215546440225,0.0540729674756634,0.49786944639675706
11,B0048,1.458392437924007,6.069626290828079,10801.578,4.200126636671804,3.738380215954155,4.179545598694135,0.04179457124776794,-0.0012542280890701389,7.061562129023402e-05,4,8.46996468679888,3.312791338854953,6.176435673158993,-0.00026137664343952937,1.5017496474047,0.0522814108365605,0.49186479743809586
14,B0048,1.4456145485345786,6.035129365606052,10802.453,4.200220495652216,3.896678642697808,4.1840269568848845,0.042420200012372025,-0.0012620876899839739,5.551999446263248e-05,4,8.590071846774741,3.7190507800089674,6.134344972430057,-0.00011301612446509981,1.501124598059236,0.0547531675076799,0.48749846429705185
18,B0048,1.4544861900314916,6.069646025136854,10805.875,4.200125468090945,3.887429428882708,4.183406745880936,0.04146780787995518,-0.0012026349512985874,5.605054075780538e-05,4,8.563314740253459,3.949043543000709,6.240590060065787,-1.2082849739067825e-05,1.5007800584228312,0.0550913121153044,0.48885287213240397
21,B0048,1.4428981883422738,6.010273967076372,10801.75,4.200049454373003,3.751140709605282,4.180783904826726,0.04013458801304705,-0.0012318527632231401,6.856116839562108e-05,4,8.614173427994308,4.044299054756169,6.3906285075434734,-0.00041119836913658213,1.5009252243323417,0.0551294267371713,0.48679446254466013
23,B0048,1.4293776829319276,5.953707471355354,10799.906000000004,4.201048794270744,3.756987269738532,4.1809022871129375,0.04111014630405387,-0.0010915416249840998,6.875352006197903e-05,4,8.425548150324582,4.019086294611484,6.317150228146637,-0.0002005172713485165,1.5013557696750486,0.0533229603674077,0.48222565499743236
25,B0048,1.413894370568714,5.892945117256964,10800.609,4.200078655310843,3.765678516080102,4.181701391765876,0.039937742104754835,-0.00123660459014361,6.724144525681636e-05,4,8.72285663110041,4.082029650182139,6.364077801699425,-0.00039528718160036346,1.5015820114350489,0.0566619592465578,0.47690184496019666
27,B0048,1.4028201474851256,5.846046307889226,10803.594,4.201082949531764,3.7745727953330457,4.1816683182067855,0.04091100907358693,-0.0011595519058530848,6.701586270104742e-05,4,8.4751018704149,3.9972736855815065,6.306088341784903,-0.00019729969656734169,1.500503416212809,0.0554151366830645,0.4720760310868735
30,B0048,1.3831620715025055,5.779328504305503,10801.141,4.200630237220086,3.948444994313895,4.185325778988357,0.04235290684678457,-0.0011877926122665563,5.081799435296492e-05,4,8.207344162726946,3.787616409767301,6.194597017458492,9.625537026304578e-06,1.5002141839074756,0.0558654837761638,0.4649040326283757
34,B0048,1.4307028759442282,5.971647255516704,10802.641,4.200383819690909,3.913924949603808,4.183705881916007,0.04240805616671092,-0.0011419653933419155,5.4547711630404586e-05,4,8.42555325456371,3.886427732031416,6.2434829779553365,-4.3213445206910686e-05,1.5009341175736215,0.0549848544949356,0.48148197183625635
37,B0048,1.4169130797877674,5.903939284828928,10803.702999999994,4.201045006217389,3.7784021979803897,4.181332311310011,0.039979333701944696,-0.0011224181503890936,6.634908493349535e-05,4,8.292515552776987,4.042227484600664,6.306626128324557,-0.00030837721102767383,1.5021049662417991,0.05706874729574,0.476539318312455
39,B0048,1.3997593627311389,5.8337592219147005,10804.438,4.2007392882034775,3.787176802128833,4.181636461257789,0.03968537928966626,-0.0011298083211757942,6.541794575545988e-05,4,8.300375301980043,3.8708516537982254,6.29721690818303,-0.00028224078599151396,1.5014228983282485,0.0558307013512528,0.47041127961449103
41,B0048,1.3877967627037482,5.785345993255247,10800.859,4.201017795499867,3.781821498746115,4.182081529214809,0.04009835289015127,-0.0011061884207490106,6.619394060941785e-05,4,8.47392662453468,3.998716542860405,6.305518996538391,-0.00013322397563715906,1.5009744015389497,0.0571332119889661,0.46683662080890587
43,B0048,1.3718045888933723,5.720775233701971,10805.218,4.201188828009748,3.8000989101931903,4.1827026483021275,0.039916494721433014,-0.0011078162573169435,6.445049908334165e-05,4,8.454854094828445,3.826583185064832,6.25463453025095,-0.0003163421888717205,1.5011814166840192,0.0567403416249762,0.4609303813409731
