Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
0,B0007,0.8086733223186406,3.3834748982510154,6770.813,4.214723891435149,4.001099145202107,4.190032026371079,0.12524597467248952,-0.00028605476482927304,0.0002551403458212919,24,27.29904441900397,23.922227422717448,25.186784504824164,-7.509563742730568e-05,1.4946517877374688,0.03593588130415,0.7039860142092906
2,B0007,1.9254725665053374,7.800479802106564,9798.281,4.214978847580325,3.270403561319984,4.04955467777902,0.12637634604197245,-0.00013291419965231671,0.0004095358151210682,24,30.573111647844843,24.27813784997582,26.83911199633836,-0.0006414496827723397,1.4969120601322317,0.0337880586879991,0.9967672366389801
4,B0007,1.919086053213679,7.7647314806264705,9668.546999999999,4.214688912633025,3.293360613782536,4.044179008294102,0.12015272899878413,-0.00013635528472452857,0.00039445568440755037,24,30.642516226277117,24.36116648870516,26.881228072310257,-0.0006480678713703116,1.495094509906803,0.0359777525152017,1.0030443827810385
6,B0007,1.9178523874184337,7.758896655237077,9561.468,4.214772907108823,3.2900121333598893,4.043235743086273,0.12072200084027411,-0.00013944285454426463,0.0003988775733640977,24,30.77760651009265,24.29173650224435,26.89015275745681,-0.0006769639074967601,1.496642337061249,0.0361310579936905,1.008229713897196
8,B0007,1.9195253108602974,7.765178399889658,9635.922,4.21467779253526,3.285311380239756,4.0435711121767515,0.12235744307572231,-0.00012860120331807055,0.0004009107287461368,24,30.87877267945059,24.17953567829763,26.829684871060078,-0.0006942181949135604,1.496751926867408,0.0342701241011294,1.005428466182106
10,B0007,1.9175132372898325,7.755359661584772,9536.0,4.2150694402361655,3.288125805761065,4.042084012477989,0.11861089680769328,-0.0001277146478386096,0.00039701136423774826,24,30.80784054101997,24.19060042619252,26.770177967731705,-0.0006931224095283405,1.4964952502128015,0.0336193285834466,1.0093543136536207
12,B0007,1.9072137985872781,7.712894806613565,9433.0,4.21479979794572,3.329360429047491,4.042035794171585,0.11533390992039272,-0.00012288811808946015,0.00037921135090952216,24,30.408021946765206,24.301789200298707,26.743776652993194,-0.0006467777158033938,1.4964453917963974,0.0343591989737344,1.0119539607810204
14,B0007,1.9080564588127376,7.714487767875379,9515.719,4.214676316022421,3.3230361337996994,4.041843662543256,0.11383958434365797,-0.00012519694587000946,0.0003778026565915567,24,30.5125083405396,24.314377908034484,26.815069517784845,-0.0006513570264638035,1.4986271400537168,0.0358184125248454,1.0079233650308541
16,B0007,1.907565421274036,7.710306859821549,9413.828000000005,4.214795782824283,3.312204606839611,4.039486561979485,0.1128751716048351,-0.00013932971902414496,0.00038265672619603727,24,31.061563896780992,24.300974781854062,26.88921528170302,-0.0007169102831120044,1.4958460678502457,0.03332958474417,1.0140961236119952
18,B0007,1.9071633201814924,7.708400853092153,9468.438,4.214788091618916,3.3071953239247995,4.039870143776948,0.11265289758855242,-0.00013479554640269064,0.00038329693514661616,24,31.207473368748843,24.21765387078277,26.867937237320806,-0.0007369327879412217,1.4969011213429315,0.0347096931729162,1.010459366470618
