Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
0,B0048,1.6560672398972205,5.745203445431157,5968.391,4.005551794491538,2.70724312921055,3.4701549743646134,-1.9478777033986585e-05,-0.01661844557583475,-0.00025303111388130757,4,10.75951821685307,4.829134798348132,7.8241284087224505,0.000702468803771209,-0.9931670130930004,-1.000740182998641,-0.9966850581298071
4,B0048,1.5057586216978724,5.213373059880558,5425.11,3.964472950963716,2.7088355679251084,3.4631870123425528,-5.060708296957798e-05,-0.014981399757219438,-0.0002666085383942755,4,10.829468947828506,5.840134092216465,7.940827185601565,0.0006908898173263039,-0.9939022694858868,-1.0008913420360177,-0.9967551612216831
6,B0048,1.49697178686912,5.1759479824032475,5392.422,3.9859464363438017,2.700058309792896,3.4585647623956826,-4.7529435839690915e-05,-0.014341091081568171,-0.0002723583455739442,4,11.047744366527178,4.596833268139085,7.668573896195516,0.0008422284857763398,-0.9930699084529891,-1.00468755228754,-0.9969218028580309
8,B0048,1.4763461391601056,5.107253716784259,5317.297,3.97356957448231,2.718398577922339,3.4604044631814523,-5.1683236437977615e-05,-0.015099406572336393,-0.00027248704074845915,4,10.582379295049948,4.82955611514373,7.6968396011343625,0.0006929631316746254,-0.9928095211759492,-1.0003370114328405,-0.9970326117138159
10,B0048,1.4599114236933968,5.049739990797791,5258.516,3.975532718193332,2.7168084797913936,3.4599260121411852,-2.8678883822477033e-05,-0.014957531483053446,-0.00027584743587920617,4,10.227762694291696,5.160373073361619,7.693313179653722,0.000806358761898388,-0.993426364429076,-1.0024109953994933,-0.9969281296441705
12,B0048,1.4489863998084387,5.006575286568768,5219.812,3.976763710610693,2.7074135584821764,3.4562269221319113,-3.917281425812735e-05,-0.014838148508497859,-0.00027969921591100366,4,10.448166696977866,5.052463006214185,7.687034897836172,0.0006304919856861187,-0.9936995866903904,-1.0007359400857092,-0.9967758238645785
16,B0048,1.44977533314358,4.983931898670672,5222.969,3.9326834908333046,2.712658177703522,3.438732261717723,-5.444665605131352e-05,-0.015609956202266259,-0.0002722685028251914,4,11.087645565750543,4.366057369861334,7.834408148593529,0.001286928602465228,-0.9928288215019682,-1.002031773364646,-0.9967084697774973
20,B0048,1.44243319350416,4.9728459121718895,5197.64,3.959964271106783,2.709097569038428,3.4485877274380448,-5.6059670540703894e-05,-0.014779649648710237,-0.0002774760807090305,4,10.260761579974677,5.560513155139661,7.83136068830138,0.0008963101443390377,-0.9931289312069416,-1.0007316751284792,-0.9964839376403251
22,B0048,1.4307769478591652,4.933070962645873,5154.079,3.972226630508088,2.7100044802533767,3.448809347431626,-5.6693941290764694e-05,-0.01499594841938361,-0.0002827660716719926,4,10.695473118282326,4.966343641656161,7.823446893675407,0.0007150523928800849,-0.9933362553339729,-1.0005511265640192,-0.9967539858494792
24,B0048,1.4152646242543028,4.874413372834025,5098.25,3.978440917832426,2.7087023726698853,3.445224948733699,-5.5964232374370256e-05,-0.014496965083761179,-0.00028598552458238864,4,10.49011228272342,5.513246233631286,7.8414137205270915,0.0008866491262216233,-0.992757703161731,-0.99971357088635,-0.9967038071972192
26,B0048,1.4037784514184501,4.831763332427775,5055.156999999999,3.970948953973765,2.703616643280227,3.4430770381906637,-6.482558816657731e-05,-0.014933453801216114,-0.0002891473479665051,4,10.7107611721746,4.964572636465176,7.9157440337324285,0.0007567631410800498,-0.9933686247099718,-1.0019089598735609,-0.9970136108825004
28,B0048,1.3882832756957755,4.774075317163253,4998.8279999999995,3.9758637665519214,2.70720591331204,3.439901590198184,-6.47005148806014e-05,-0.014606807939662871,-0.0002919575261708351,4,10.417015829837782,5.569898912426464,7.879023570865622,0.0009006820772511756,-0.993044079761888,-1.0010368726226484,-0.9970791380222856
32,B0048,1.4176694864063628,4.864019393448237,5107.75,3.9258391814643794,2.702115191252413,3.431939041986832,-4.599788712056625e-05,-0.015367774818589329,-0.00027904363404517837,4,10.680714357791624,4.137443220942473,7.830626371824547,0.0009657350087869662,-0.9939005325572484,-1.0014340929938248,-0.9965090986552038
36,B0048,1.417064936661197,4.878336734302715,5105.234,3.953921902437328,2.714448689021056,3.4435688634572403,-5.926169609808971e-05,-0.01495240021370697,-0.0002812232676422402,4,10.479304841863389,4.235524246093586,7.769961445697599,0.001010847062951691,-0.9933736497920652,-0.9997588632259335,-0.99657381181158
38,B0048,1.4022655408785387,4.828263237870861,5050.6089999999995,3.969614824741445,2.7102804346638005,3.4441894376361346,-5.8802085951550304e-05,-0.014962574869116688,-0.000288370138496299,4,10.378581035006627,4.734029450740104,7.81588197991104,0.0009868242636331135,-0.9932557109396976,-0.9998144854501804,-0.9968209973641227
40,B0048,1.3896200378927865,4.775855139907397,5005.0,3.969577024950596,2.713070872253125,3.4377983705933053,-6.789791602878667e-05,-0.01486429765414288,-0.0002902175104645038,4,10.851484720266557,4.300950286036105,7.8518238083617895,0.0009405575175897205,-0.993462425138462,-1.00055829140422,-0.9967969241912662
42,B0048,1.3729559021960807,4.714934941152028,4944.906999999999,3.973713958673124,2.700165764805982,3.4352912943923415,-7.033374788420348e-05,-0.014503267470716197,-0.00029623514259472596,4,10.70498211965856,4.320857993357971,7.852186552910004,0.0008507638195222187,-0.9935675328614934,-1.000296719098956,-0.9967750430081199
44,B0048,1.3525086836986966,4.643005930136856,4870.5,3.966122091012066,2.7111024111760056,3.433947288203263,-6.682249895975461e-05,-0.014938973778398625,-0.00029834422010928776,4,10.26828159930382,5.040133551471148,7.839813533311272,0.0009700843876601549,-0.9939619767444832,-0.9998388108585378,-0.9968610384183015
48,B0048,1.3419935193362296,4.594016824860072,4832.25,3.9517906553760622,2.713559864556476,3.4246074687327255,-6.009885348264823e-05,-0.014659711132916541,-0.000296599878436496,4,10.330320589195354,5.453380314760635,7.831598415681149,0.0009323305128127107,-0.993499636818444,-0.9997539612146188,-0.9969169277543007
50,B0048,0.6535381685322164,2.371010948773203,2360.125,3.964775702496219,3.4429735829245125,3.627044857228368,-8.142812204073767e-05,-0.015042371234583234,-0.000306992609211325,4,8.382812028066311,5.212772687624183,7.106446656872427,0.0001291600452663395,-0.9937946618216916,-0.9993706702918804,-0.9968702755108363
52,B0048,1.3703645555753727,4.685133947437543,4934.86,3.965625413506461,2.7031516084319613,3.419969482700167,-6.749478938630685e-05,-0.015394397352539764,-0.00029753843384387686,4,11.025933551300648,5.129364886123819,7.939280114338083,0.0008945580779479001,-0.9923722692347622,-0.9998450687021054,-0.9968854339682316
54,B0048,1.3163789813114872,4.50769812954837,4739.2970000000005,3.968706380882494,2.71142294927214,3.4253862884969877,-6.767604562398475e-05,-0.014580350280779385,-0.0003063569129326401,4,10.196289899952207,5.533218200827807,7.816837693325584,0.0008138307067332705,-0.994106134288775,-1.0005731202327626,-0.9970124686480557
56,B0048,1.3092321174476158,4.478540335934397,4714.219,3.964815168597379,2.717033502392118,3.421795484062,-5.832144611129378e-05,-0.014839363761588143,-0.00030694406466695226,4,10.67776116366158,5.494323464321466,7.870534023747538,0.0007181963513494638,-0.9921512409797846,-1.0034843883826738,-0.9968301683728316
60,B0048,1.294979625950333,4.422296719750041,4662.328,3.9450437197703816,2.7131766728576063,3.415965551083471,-6.990907196443742e-05,-0.014867477637043146,-0.0003070147019556696,4,10.197605675555666,5.6467435274437445,7.894893764023949,0.0009137303768657611,-0.9933727558744032,-1.0002204688393834,-0.9969194407277411
62,B0048,1.2974893991097005,4.429820661843144,4670.594,3.962290800584236,2.701534812153923,3.415132348881937,-7.104009434043423e-05,-0.014932237702109708,-0.0003128605759709818,4,10.817583822184044,5.36688972792589,7.960923143391982,0.0007440627379905266,-0.9932036320229046,-1.00063095764688,-0.9970621546247871
64,B0048,1.2805765602195565,4.369195169676477,4609.9529999999995,3.9675297057513657,2.7091695662232325,3.413050108499307,-7.369196337145922e-05,-0.014508941886951536,-0.00031524632091769724,4,10.38274965565126,5.382210395843422,7.885370766039644,0.0009191928046074612,-0.9938436421679826,-1.0004747296268892,-0.9969678593162086
66,B0048,1.2732474338565507,4.337560737145003,4582.9220000000005,3.9690051754098463,2.701751741887131,3.407908473885859,-7.830113518432141e-05,-0.014261855014490147,-0.0003184932746623135,4,10.44836963714666,4.323941422488026,7.768733961297303,0.000887171389136647,-0.9876303877218138,-1.006586673096361,-0.997072667423838
68,B0048,1.2714969985916658,4.325944395013984,4577.5,3.956791245643232,2.7011277214940086,3.403402093063562,-8.432746137624189e-05,-0.015195446116709897,-0.0003192052093935133,4,11.151231327144918,4.487773934898986,7.971914685769743,0.0014556979557063753,-0.989910953384197,-1.0026150245180556,-0.9968606858821931
72,B0048,1.257352689810266,4.273543043810555,4526.157,3.946352260444804,2.703693726317568,3.400115121753163,-8.146662536076164e-05,-0.01445071049148798,-0.00031773054357371366,4,10.55614053367469,4.8115564819625565,7.873113357910184,0.0009295873720100075,-0.9939062270676334,-1.0001495156365343,-0.9969426993300224
74,B0048,1.26109507659566,4.286856025179514,4538.141,3.9568676796967335,2.703990604459872,3.4005171987446894,-9.039311068534984e-05,-0.015056229378048918,-0.0003210552819693076,4,11.180506986446474,5.273700600398742,7.96000795721104,0.0013015916398471826,-0.9937936789807936,-1.000662603416492,-0.9972495070863897
76,B0048,1.2471035781870254,4.242294967189288,4488.5160000000005,3.960105890495361,2.7198244462148784,3.40281411775551,-7.861286050753995e-05,-0.014834559622856725,-0.0003212459133130769,4,10.973350060572036,5.722362705581126,8.016054070934864,0.0008100823825162289,-0.9924481342218714,-1.001004029933717,-0.9970474560244128
78,B0048,1.2319177699020332,4.191499704350773,4433.344,3.963016771298837,2.7143961704248944,3.403537781174635,-7.58266913535469e-05,-0.014542961747518155,-0.0003264196333480291,4,10.200284491338737,5.160424118649307,7.938573640549946,0.0009089797355844465,-0.9933828497553026,-1.0009807316550958,-0.9971352357320119
