Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
0,B0055,0.8487659279316542,2.5551589152115186,1527.391,3.335607558289969,2.5197859982546515,3.0109376162058865,0.0007373281750127584,-0.054261679973063956,-0.0008598313454735947,4,18.02446981350722,5.984983085172611,12.968681780691313,0.007320431992943385,-1.9838193065355396,-1.990840186664541,-1.9880202423362892
4,B0055,1.3649555204279264,4.417771973819423,2462.047,3.757821540774138,2.506253918601701,3.2373201926640087,0.00016411710675710167,-0.04400940401747043,-0.0006721228176108535,4,16.293596941229346,5.012601504900399,12.250992266826794,0.004581957792166009,-1.984064616796282,-1.9904809087057087,-1.9880159803164075
6,B0055,1.3273294052771205,4.332690541008791,2393.656,3.813824786374342,2.509795022963787,3.265105934346096,-5.892082935713718e-05,-0.04029367892810061,-0.0006998828856944959,4,17.91157880119166,6.048948984851262,11.983777930415714,0.00495586241980485,-1.9835643209217744,-1.99068249202928,-1.9881503535074943
8,B0055,1.2965743043197488,4.258866629838244,2337.657,3.813705519179586,2.5127914209040823,3.284800338178585,-9.714506197558675e-05,-0.0406454496556901,-0.0007194573247565798,4,16.276920867509258,5.127613005209808,11.972163671771652,0.004574935337923319,-1.9861882811540803,-1.9912233324564588,-1.9885417938162764
10,B0055,1.2522017598672073,4.123805231031493,2257.562,3.828312016763787,2.504134219920428,3.2939369439122594,-7.9008369149804e-05,-0.0388819871443782,-0.0007468883749875779,4,16.998286105834744,5.907691287906654,11.641667746997632,0.004912642407131272,-1.983098864989869,-1.9905957922031048,-1.9882561565991703
12,B0055,1.2474746809409216,4.115941597433288,2248.797,3.8275875806056856,2.507363063552836,3.2993560485247477,-0.00011902100713268016,-0.038697874123450805,-0.0007498827105582636,4,16.287370504806514,5.22991453706372,11.80159055529024,0.004792755153736841,-1.9859866787329516,-1.9916252726422965,-1.9885021277194763
16,B0055,1.2578508108964677,4.141175095535869,2267.719,3.8225011439062673,2.5026185925157542,3.292975140424628,-0.00011760085612860269,-0.038358108453988515,-0.0007417250198939892,4,18.464294283724417,4.775859951266308,12.050895305141472,0.006036212746137466,-1.9829469220565263,-1.9907997928291328,-1.9881958812044123
18,B0055,1.2346239187120864,4.077859713717298,2225.656,3.8338043957692767,2.510366583915326,3.3029543709885503,-0.0001036035143740012,-0.03794038894844674,-0.0007576066814261571,4,17.743208793113464,5.111399757389005,11.97500239801876,0.005577520782244342,-1.9857259736135544,-1.9913346793894355,-1.9883080795513965
20,B0055,1.199713406954562,3.983145991592454,2162.187,3.839156874747478,2.515975697752012,3.3205463584314754,-0.00014183008004095497,-0.0369683016210053,-0.0007745907269757033,4,15.658850079064557,5.344436299681071,11.759706388843966,0.004728748129769796,-1.9833190977643809,-1.9910133759936124,-1.988363017765136
22,B0055,1.2006261665392566,3.9687488468159575,2163.922,3.850994601796688,2.5005870750700296,3.306163946035111,-0.00011139273422122412,-0.03588380194002432,-0.000782826493362837,4,17.896571208442325,5.8612804541487264,11.67525295190762,0.005365266521275589,-1.9822174009555396,-1.991488728701696,-1.9882619040670968
24,B0055,1.1990084389066407,3.96871705669533,2160.984,3.843194487640701,2.509590691493336,3.3098329021210176,-0.00013720330605652826,-0.03619682650973205,-0.0007798403681889635,4,17.233592924973692,5.25265241277384,11.8295070638084,0.005489789966737876,-1.985647686839251,-1.990666668360672,-1.9883082716922853
28,B0055,1.1733719913690832,3.8985548404255423,2114.609,3.840614542815627,2.50646115948246,3.3230568845919954,-0.00013753510752117997,-0.035770745870210265,-0.0007941388255729948,4,16.85516639112774,5.757793141712546,11.58717712997187,0.005247955177252718,-1.9836760501366424,-1.9902971005145704,-1.9881244871785915
30,B0055,1.19043463842715,3.9380396016441104,2145.344,3.84761263129224,2.509258045205056,3.307946385402996,-0.0001335261462399032,-0.03566746664743733,-0.0007869568614818911,4,18.393328630742555,5.002840086578663,11.73443168644344,0.006241651009891137,-1.9853537809678812,-1.990731521433284,-1.9883432541273933
32,B0055,1.1524186711786246,3.839206666069366,2076.484,3.8539401396761375,2.5129966613548924,3.3319148582929974,-0.00012801166632572239,-0.03467861572864964,-0.0008084418540868193,4,16.522861345688984,5.793599565430744,11.500174910891994,0.005167033206255498,-1.9829859618985148,-1.991422567659727,-1.9881661949839442
