Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0018,1.8628315143170768,6.591957026917376,3328.375,3.977432055654197,2.570864905020079,3.539135956549146,-7.649921537261052e-05,-0.02233141417597337,-0.00048155921251094493,37.94777434526208,23.844944489280135,31.666932086471522,0.004237151719978052,-2.003208523502907,-2.012995081928318,-2.009073480675278
6,B0018,1.8510136129055328,6.566668578613244,3308.266,3.9830697832702464,2.522980576787209,3.548155944540049,-7.393855489887444e-05,-0.02150530944073065,-0.0004986705527960089,37.95132246821411,24.348535384526755,31.802379491144602,0.004111757362826131,-2.003554419605869,-2.012643873951446,-2.008456588093365
10,B0018,1.8475346171903495,6.558352718215233,3302.375,3.986035966912863,2.5229856943590514,3.5504985305083485,-8.078077619373192e-05,-0.02133011554294727,-0.0004999008978142068,37.342575971437135,23.77761992920145,31.208119859316106,0.004107636486539441,-2.002864298796866,-2.0118244627327857,-2.00814278031632
14,B0018,1.8386689234827416,6.528034418294565,3286.156,3.985979423381739,2.538841297957116,3.551137826749467,-8.428831613590907e-05,-0.021103892107993995,-0.0004972853215148866,36.84495317219785,23.26441355753532,30.69591943332021,0.004132652136618751,-2.004636716096332,-2.0135271229076634,-2.0082932637850575
17,B0018,1.8407488030688632,6.547545748848039,3288.156,3.991804278004573,2.5249786178044005,3.557720478743495,-7.713511251017873e-05,-0.02041683390221669,-0.000501204187741349,37.98202802799268,24.446634307332975,31.81110254195954,0.004116408625582153,-2.004983211515683,-2.014479287336525,-2.009355590638163
19,B0018,1.8366626087152977,6.538335267841062,3281.797,3.994543295655797,2.520634235449368,3.56059511702834,-6.850590416474653e-05,-0.020227733939041634,-0.0005043636746657351,37.94971779581549,24.711962467265057,31.88168160168919,0.004033691093187797,-2.004998298020605,-2.01246830059768,-2.0086923065608104
21,B0018,1.8237973970369805,6.4961634528098955,3258.843,3.993801632544399,2.637974742751332,3.5626336856390277,-6.972916724507461e-05,-0.02018928219228488,-0.0004724309326605472,37.461357153734696,24.337189466071244,31.48222388943884,0.004027247611395656,-2.003733047294104,-2.0129654127777004,-2.008598182011226
23,B0018,1.8177810879804994,6.470885730203149,3247.578,3.993512675572344,2.588389130924615,3.560501288129163,2.1056810398868732e-05,-0.019990839422789865,-0.0004894289477346029,37.177275905637714,23.946466074246583,31.131170759824606,0.004074054520442967,-1.9965122758438263,-2.0253396376938984,-2.008895865974794
26,B0018,1.812498032950941,6.449827795014435,3237.907,3.9911591439209673,2.5720095956218865,3.559362381755298,-6.946569937450618e-05,-0.020016065447070082,-0.0004952392200579115,37.063558251634895,23.67797156846639,30.95050442450005,0.00413402444331122,-2.0042985612248096,-2.0164107237206794,-2.0089539943100045
29,B0018,1.8313343708744838,6.514851873493683,3271.5,3.994471564040341,2.5287734306121865,3.5580973304309667,-6.738789122424323e-05,-0.01988737950033847,-0.0005040000729001032,37.26810915865552,23.629058810354543,30.980859386717675,0.004169051000550505,-2.003454036623842,-2.0137948590788683,-2.009024869902866
31,B0018,1.8204369644234786,6.482029039558389,3252.422,3.995660093601083,2.549616701939009,3.561435276482389,-8.108781926094052e-05,-0.019564463774420282,-0.0005002822410310219,37.46577503922202,24.160444958130597,31.35031282724981,0.0040908990534104794,-2.004258111905771,-2.0130992718348324,-2.0087201096422485
33,B0018,1.807370674753047,6.435980606429281,3229.438,3.995351382925073,2.5924032994293347,3.561704611279175,-6.0825637931129086e-05,-0.01946005674424476,-0.0004908761529611984,37.19285689929224,24.02960127779589,31.134576121739848,0.004076020540260053,-2.003464405994446,-2.012646457499825,-2.0084213451117194
35,B0018,1.7935005555022636,6.384795010100228,3204.985,3.99335473886119,2.6448339392190547,3.560628196029402,-7.579567116638733e-05,-0.019483096517672147,-0.00047833344222199183,36.73056376405121,23.580573764414247,30.7036965577986,0.004102980201042115,-2.00368498447396,-2.011939908405691,-2.008167268228977
38,B0018,1.786167185507134,6.353555289741154,3191.407,3.99071235802183,2.630584322118151,3.5578167328464994,-8.740835524959867e-05,-0.019549166458182034,-0.00048468221221937923,36.44946762674926,23.127210389007,30.345259669049096,0.004174414995562227,-2.002932415968672,-2.013704827395307,-2.00837869937976
41,B0018,1.7893913393902436,6.366984893655996,3195.547,3.9966517193241007,2.5526628694192306,3.5589863085154967,-7.426720909628784e-05,-0.01930162336788428,-0.0005092750157566246,36.86846840808561,23.331851849122263,30.62220714774229,0.00423608745512532,-2.0051801715015034,-2.0130040542547274,-2.009395334324649
43,B0018,1.7797280183719448,6.335355156536547,3178.922,3.995770539702488,2.546746296704154,3.560417556984136,-8.073827769605959e-05,-0.018907344497680296,-0.0005129597205316218,37.40527301505554,24.02627984082533,31.23335621263416,0.0042086572662777535,-2.004769611368395,-2.014784153266325,-2.008893622328903
45,B0018,1.771415095286016,6.307257069876434,3164.875,3.996693208990996,2.58351617150105,3.561298339527923,-8.286096844634755e-05,-0.018927405976085224,-0.0005039575913462885,37.38223035903422,24.24836277987463,31.30391934514777,0.004149885091562728,-2.0042136326170668,-2.0129355983090056,-2.008286179525552
