Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
3,B0027,1.850110307276792,5.9505274419338186,3332.9850000000065,3.631074598429516,2.537072046586676,3.2165219287124294,-0.05278656568490666,-0.06961441843204351,-0.0556103279599891,41.774709649974426,26.441116460195538,36.40082381345476,0.004600558715319408,-3.970713932793216,-3.9783143078898098,-3.9734708940213777
5,B0027,1.8525670875905296,5.878474482174719,3335.813,3.584699114261743,2.5121073658051527,3.173179468185331,-0.05765182836291022,-0.07195910357522359,-0.05983456513704057,42.2253423480333,26.20667914389328,36.96203813368526,0.004802026733554915,-3.971991779546089,-3.976892542613384,-3.974198454271601
7,B0027,1.8399560372005572,5.820935599204253,3313.578,3.5397510075428693,2.5714856856705945,3.163813603833344,-0.05839836884484143,-0.07072536996920105,-0.060783199279383186,42.34597152452321,26.4483356973168,37.26327590492118,0.004797724944819892,-3.970839975662994,-3.97684768172696,-3.974049757798403
9,B0027,1.8418582896506346,5.801212996755609,3316.579,3.5308832949760576,2.5543323169507937,3.14979205267902,-0.059017464726878965,-0.07189611094598784,-0.061783168850545786,42.78346030102294,26.58830606330145,37.622331793713194,0.004883090147323942,-3.970917229312726,-3.977001193359909,-3.9738603454423704
11,B0027,1.8403250207494612,5.78993409825315,3316.109,3.532121935818412,2.544089763793295,3.1462076021880825,-0.059014434495314516,-0.07221319048551728,-0.06176709913985879,42.7911114046925,26.62801710552484,37.67453264548436,0.004874114300575663,-3.9681534101100646,-3.975861081535826,-3.9721653431472546
15,B0027,1.8218515683104395,5.703031259409261,3282.5,3.501553492484553,2.570495367767977,3.1311389239041167,-0.05989616963206625,-0.06909364300746246,-0.061734784918634766,42.650430997384056,26.44398894416468,37.53478914828669,0.004937225301818546,-3.97046571023597,-3.976047513456661,-3.9734590677789257
19,B0027,1.8554096442102264,5.886397494324106,3343.046,3.5540360488645137,2.5210625885992712,3.1727059511135622,-0.054554113867006995,-0.07003683453851549,-0.05774229295940036,42.03950250050915,26.17116218992641,36.50618574199901,0.004746671242508401,-3.968796463732838,-3.976869439992001,-3.9735915675626132
22,B0027,1.8476043279394871,5.8335492741877,3328.516,3.563181423904578,2.561675738396255,3.1574829130564956,-0.0569746290397028,-0.06756475812588891,-0.05908973032005602,42.229180572821015,26.55813226364821,37.15318896904263,0.004708118665847724,-3.968838200881471,-3.9771945719805046,-3.9730719994028414
24,B0027,1.845131214839217,5.805753996716047,3322.985,3.539564868317876,2.5260666108505485,3.146762853376637,-0.05696704638580056,-0.06815833467900614,-0.0597281866992162,42.43971351413172,26.51468143099484,37.2585404382988,0.004792387592221114,-3.968380288429665,-3.9769324995805095,-3.973482211982086
26,B0027,1.844311674516851,5.799743810576777,3323.312,3.5400502368319597,2.5180872283883065,3.144974858383685,-0.057025829926180396,-0.06874013580080943,-0.059540563239253934,42.85864141812493,26.79778452562764,37.60790977043351,0.004832786356651826,-3.969148494529211,-3.9758459422284784,-3.972874376618753
