Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
3,B0025,1.8858792423063149,6.248997594172845,3353.203,3.728471012532279,2.1850718906653115,3.3140077457151293,-0.04174242775564133,-0.07974156460377207,-0.044416939700271225,41.3385054307461,26.58547328908521,35.34123640368829,0.004399683568713523,-4.022120349171309,-4.027931217882849,-4.02552529780964
5,B0025,1.8880736925150523,6.266246107787328,3356.157,3.73906929462494,2.1859657543759328,3.319067358091774,-0.0412610445098808,-0.08074289118583582,-0.04379732629384718,41.0073000791803,26.30824396351464,35.01261820837298,0.004379728396396728,-4.022499506416492,-4.0283470601196845,-4.025666765675591
7,B0025,1.8870572074021976,6.266386703581761,3354.921,3.743923778685244,2.100693484849593,3.321326285550934,-0.04077198140295193,-0.08543732542654066,-0.043316064580556535,41.099149886140665,26.50341416409187,35.157096901429135,0.004350545280216374,-4.022844589329548,-4.028306841028089,-4.025552982394503
9,B0025,1.8775037670176906,6.24999828036651,3337.219,3.747033390962143,2.318396741048049,3.3292045252214972,-0.040117670011248115,-0.07210972773988046,-0.042604498308501895,41.0744616355634,26.639000992247748,35.19088360007527,0.0043255958459171105,-4.022497532232558,-4.028897912512196,-4.025620895157174
11,B0025,1.8767536065100874,6.239602996896663,3336.797,3.7464361318005768,2.072854323885551,3.324969701373456,-0.039857633101473784,-0.0871259763895674,-0.042429825988974455,41.18407107614105,26.701832136205415,35.239253975283674,0.004340161819833702,-4.022413396275848,-4.029600870864891,-4.025528657074029
15,B0025,1.8454442359631977,6.134756177482766,3282.5,3.719893458279046,2.2687412621324383,3.3252740435670076,-0.039080869453153914,-0.07231677201022856,-0.04122145130200668,40.729853373904405,26.478197441035707,34.92984046721178,0.004341707824179344,-4.020599848068417,-4.02823190197934,-4.024913394622319
19,B0025,1.8793972551290303,6.254303416340402,3343.046,3.7479742961344,2.0268693096184838,3.3280483806949035,-0.03875400555844369,-0.08865115889200609,-0.04121755235598215,40.52120436532312,26.262614002063955,34.60416366460853,0.004265149316898172,-4.0224160562225935,-4.0284426372332245,-4.024963695696915
22,B0025,1.8717687669379042,6.233520691924873,3328.516,3.7539089321985695,2.03038197134661,3.3305859241542413,-0.0384852399243015,-0.08729615728318985,-0.04077357692304402,40.713738535087295,26.65331902213754,34.894392533562595,0.004224230712110068,-4.02115453338801,-4.028591260100669,-4.025034724285225
24,B0025,1.856992941707711,6.199863165219936,3301.641,3.755030922631025,2.3926615666707467,3.338836677282389,-0.038230446651496844,-0.06558374583760437,-0.04027919092266894,40.54833419458821,26.60036902117296,34.84295407795378,0.00422455535699225,-4.020848008366892,-4.028787836120025,-4.0251330607688045
26,B0025,1.8565120364878709,6.195559888638474,3301.75,3.75680654569662,2.2650219584538114,3.337543257349037,-0.037796249454890504,-0.07259411431435055,-0.040021513817047986,41.009619212656695,26.846958455459195,35.15409884537635,0.004289440677579314,-4.021409225997583,-4.029715142311533,-4.025234863752972
30,B0025,1.8541887846914387,6.174236040418171,3297.61,3.740185121690799,2.157827701541931,3.330345535426417,-0.03762249230315728,-0.07811480336235285,-0.0398365346529775,40.437348363911326,26.22005329245709,34.612807047588596,0.004311393728019455,-4.021288318219214,-4.027391825734414,-4.024735015217993
34,B0025,1.8494090091807907,6.176490927853884,3290.047,3.753407249798151,2.3441849392207605,3.3398575194383637,-0.03745335133682029,-0.06718111013941512,-0.03941819901929748,40.68043509183518,26.658128052200507,34.95714817464841,0.004262038517879736,-4.022509589094434,-4.027595208325832,-4.024928677365129
36,B0025,1.8473824198125668,6.17534481596164,3284.328,3.759538650384015,2.369650546383299,3.342925003577643,-0.036864016375500984,-0.06525273386610908,-0.03909288710045709,40.926967121110565,27.06059923453047,35.258021496170265,0.004221980230531205,-4.02205519651773,-4.028474225036271,-4.025243582541737
38,B0025,1.846826259750706,6.16994198906869,3282.969,3.760530548961972,2.2861291505025942,3.3410967489869847,-0.036911367121257664,-0.06931739112199896,-0.03892526920622461,40.89921426183383,27.05360122266501,35.219488599646915,0.004217405963677642,-4.021241602642669,-4.029721928809883,-4.025496908349411
40,B0025,1.840593466876887,6.147037084963305,3271.578,3.759086984705451,2.269644705494307,3.3399291470629673,-0.03662021815348632,-0.07021257250136748,-0.038843691413086454,40.762532770490125,26.927431008801417,35.07839247581873,0.004228877245686549,-4.020774098651471,-4.028724169575779,-4.025066662067431
42,B0025,1.8384721834854307,6.141222819767103,3266.625,3.759008032577072,2.2883267321970013,3.3404197460220866,-0.03642320008234394,-0.0695094602475948,-0.03860158465937061,40.8950430228758,26.956344990435102,35.17269643157297,0.004267002803333929,-4.021307143916253,-4.030782136338009,-4.025275488909763
46,B0025,1.8109934403882417,6.042709284308225,3218.89,3.727929537359401,2.331066585618436,3.3370980856027224,-0.03592745939629371,-0.06409480370368406,-0.03795566386861239,40.75663390939457,27.45770367407986,35.295644516953345,0.004131526779515521,-4.0205753045062815,-4.027991609867125,-4.02410694199833
50,B0025,1.8436332382837923,6.157761134846368,3277.187,3.75695928784848,2.0504333333624336,3.3402726923117165,-0.03506155444985266,-0.07978286692268621,-0.03724011721000119,40.664205770684646,27.3472484661725,35.15980887771913,0.004063532933736204,-4.019180665317554,-4.027755663691591,-4.023996764800281
52,B0025,1.83794231518754,6.1393112832288885,3267.297,3.760306654031451,2.090521786186483,3.3404716706557958,-0.03581132527753566,-0.08000833603716145,-0.03796718395879473,40.46123719623743,27.218283770272787,34.97344165176957,0.00405318323555056,-4.020859528471853,-4.028543330165215,-4.024211004132885
54,B0025,1.8356053037638982,6.127436539297303,3262.313,3.759643538908835,2.0381650733099352,3.338151910759399,-0.03576959923307265,-0.08297364618294716,-0.037880811027119536,40.31929727812189,27.105198806578176,34.868033919243196,0.004050530550423491,-4.019306020067488,-4.027516600690674,-4.024224259526854
56,B0025,1.8307529540283447,6.109447757997627,3254.594,3.7592882940603913,2.0612430851764643,3.337187578877355,-0.03551428005914962,-0.08162624343191147,-0.03779637602169939,40.05682672427669,26.94405591897073,34.72955849819696,0.004029003557834237,-4.020735679649158,-4.02700237666114,-4.024204867557633
58,B0025,1.8254922804290437,6.093828482705218,3243.891,3.758614844263383,2.155705266815904,3.3383314153363166,-0.035558827564925566,-0.07516911855861873,-0.03758180196996142,40.028853028418766,26.89195970404841,34.609393387199795,0.004049733275369103,-4.020604677646536,-4.027487021545032,-4.024227296588104
65,B0025,1.8269164591869385,6.101387149926424,3245.813,3.751881922618137,2.344071156422898,3.3397439543112744,-0.035101909965107876,-0.062128775595077804,-0.03715351079050834,39.18427313252189,26.220215301877143,33.854331721157315,0.003994086483307801,-4.020415148326605,-4.029754792125187,-4.023564716354076
67,B0025,1.821136222881993,6.080524617016243,3236.875,3.756235565400144,2.231568634422483,3.338911879685126,-0.03511515556722083,-0.06910750413645735,-0.037073674735052346,39.23120628719207,26.312085905784297,33.94159895603096,0.003991232402056853,-4.019373334654234,-4.028900600933191,-4.024119275623361
69,B0025,1.8147897092324579,6.0612429522078415,3225.703,3.75626731758598,2.3348616392961605,3.339992716693551,-0.035020387915611,-0.0633874741841602,-0.03691765445559483,39.083442906764944,26.29246589545373,33.90338118516126,0.003965330041640912,-4.018114280079154,-4.028134432056257,-4.023710975137673
71,B0025,1.8096647862662485,6.046386394245111,3215.766,3.755653856462029,2.3912241969413177,3.341171773148692,-0.034713301383852965,-0.06007216169124333,-0.03672337275340005,39.20786742266004,26.25561753752871,33.965703417212666,0.004027733947411387,-4.01933965348335,-4.028496319452566,-4.0245434711649155
73,B0025,1.805065500812736,6.031723500823594,3205.86,3.7556145220519777,2.451060936531007,3.341613681845028,-0.03488487986090965,-0.05621810759890282,-0.036559980855770564,38.96639433105573,26.24254455532518,33.94542111655717,0.003968934942801792,-4.019557438349162,-4.030782393095651,-4.024194777744281
77,B0025,1.7867612502260737,5.956507160416031,3175.188,3.72405534074225,2.386210507309044,3.3337181940821665,-0.03459850085380891,-0.0585203946223781,-0.03636772057109267,39.0430129745864,26.35759340365601,33.880607748939404,0.003995171174409322,-4.020230629070431,-4.027217905704875,-4.02339660856625
