Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0034,1.801674895340034,1.7532478821069777,1.7532478821069777,7.425063677960788,5.36888512796569,10799.593,1557.891,4.163363107362374,3.0634912366528666,1.099871870709507,29.372963987655265,53.295941939051545,-5.533682325371691e-05,0.01793702166662144,97.31211144927916,72.30759709040227,101.06001301558271,,Valid
2,B0034,1.7694270834294865,1.7367354672527293,1.7532478821069777,7.291094945262508,5.341120739870265,10799.641000000005,1543.047,4.164691123016966,3.0766620126758193,1.0880291103411466,28.583837820755704,53.72874887634479,-0.00028460899276961277,0.018239208295206664,98.15241800677117,73.25539963432699,100.10821100451534,0.9518020110673717,Valid
3,B0034,1.749349388390225,1.712789896943144,1.7532478821069777,7.209992029482555,5.265465784257724,10692.328,1521.422,4.164379606226178,3.0753727988311548,1.0890068073950232,28.491558275181745,53.71646462603103,-0.00033628715826001615,0.018890944844376426,97.91010922748123,73.03011935001564,98.72795002040165,1.38026098411369,Valid
4,B0034,1.7251631089017987,1.7005460022884993,1.7532478821069777,7.112530754353109,5.219602161203413,10635.375,1510.469,4.165090057176295,3.0708095060138785,1.0942805511624165,28.338738786500556,53.6277609338578,-0.00035033369759390607,0.01916521300642491,98.57305628167703,73.38600480579771,98.02219234301445,0.7057576773871972,Valid
5,B0034,1.711211675311303,1.65606079495346,1.7532478821069777,7.056225759228333,5.049786431063314,10610.968,1470.6879999999999,4.1662542449961295,3.0508220005808067,1.1154322444153228,27.90885991658089,53.5342123680454,-0.00038530590664502697,0.02015866944653319,96.7770860172626,71.5649782670156,95.45799381857235,2.564198524442105,Valid
6,B0034,1.6662150583283597,1.647432325165522,1.7532478821069777,6.8802147049491005,5.024864094814369,10358.530999999999,1462.797,4.168673191254087,3.051722825377405,1.1169503658766824,27.197561383942467,53.37853952072189,-9.054513415421406e-05,0.02014550104824153,98.87273055966249,73.0335361656645,94.96063501496403,0.4973588036083214,Valid
7,B0034,1.6625128541908838,1.6402713997713332,1.7532478821069777,6.860252316954737,5.0078550815469995,10798.484,1456.5,4.169158484488682,3.053669635602528,1.1154888488861543,27.345503003886037,53.91422566118506,-0.00032834043570437367,0.02064114503294455,98.66217849904233,72.99811800172947,94.54786781819395,0.41276719677007634,Valid
8,B0034,1.6455996993586526,1.6280014898031272,1.7532478821069777,6.790072080525612,4.967065298433789,10217.327999999992,1445.422,4.167544379490887,3.0517073995566584,1.1158369799342287,27.72133532461763,53.79689975312179,-0.000382732890762408,0.020698726564034927,98.93058988997238,73.15187879491985,93.84061057651016,0.7072572416837914,Valid
9,B0034,1.6383535478543314,1.6142432366880115,1.7532478821069777,6.760285556526042,4.929185014666493,10163.125,1433.093,4.167638104395045,3.054231834671095,1.1134062697239497,27.65785315551085,53.48355952418053,-0.00037675833335051596,0.020682260703905306,98.528381667199,72.91385805305376,93.04756285457918,0.7930477219309751,Valid
10,B0034,1.6232808775672725,1.6104680756913545,1.7532478821069777,6.69921543311333,4.9122145706589375,10038.812999999998,1429.688,4.167826280050177,3.050950539222297,1.1168757408278798,27.53590103541909,53.72456392523697,-0.0003750156749614254,0.02093635253677273,99.21068485109491,73.3252217323616,92.82995653470182,0.2176063198773619,Valid
11,B0034,1.619967876741668,1.6084958922590036,1.7532478821069777,6.690966551134588,4.916992985248808,9946.343,1427.969,4.16912125892744,3.057354002823999,1.111767256103441,26.974750692293178,53.46739789579726,-6.0586523172601784e-05,0.020652839560744513,99.29183876746131,73.48703580673308,92.71627672628648,0.1136798084153412,Valid
12,B0034,1.61962259127834,1.5956720385741683,1.7532478821069777,6.682832967060738,4.8831549185004075,10000.453,1416.39,4.167750611889057,3.0607388856687208,1.1070117262203358,27.744542015837293,53.09275441476373,-0.0003763878111811938,0.020536048770646086,98.5212263132692,73.0701327201977,91.97708928249962,0.7391874437868609,Valid
