Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0031,1.8697853487197307,1.8378190038519433,1.8378190038519433,7.502599152823601,6.271680219200421,8138.406,1654.984,4.090963641533378,3.4127966989970453,0.6781669425363326,43,58.25360719106292,61.33248219437608,-0.0017170461606680447,0.01027019454419184,98.2903735506498,83.59343330824328,101.36678322424521,,Valid
2,B0031,1.853795468639679,1.8294482528814142,1.8378190038519433,7.440546958871353,6.243655115673982,7998.781,1647.328,4.089767431492538,3.41320091563627,0.6765665158562677,43,59.06481932654765,61.45152181405818,-0.0018414852077910581,0.010366117734567649,98.6866288018208,83.91392662645158,100.90508590950675,0.46169731473845843,Valid
3,B0031,1.8481126098919638,1.8200350092915376,1.8378190038519433,7.419215832434019,6.215169486821219,8068.905999999997,1638.7820000000002,4.091988918448156,3.4151746030003314,0.676814315447825,43,59.57188889889897,61.552368514151134,-0.0018876287634668214,0.010473508015279744,98.4807418958054,83.77124519886371,100.38588885015972,0.5191970593470359,Valid
4,B0031,1.8380040916017517,1.817876696170177,1.8378190038519433,7.381306593241568,6.204180318632839,8065.578,1636.75,4.093544752012671,3.413325458554286,0.6802192934583853,43,59.48025157100379,61.61874474874471,-0.0018734581878248036,0.010518540152369273,98.90493195724966,84.0526028862353,100.2668448867202,0.11904396343952328,Valid
5,B0031,1.8347547440909306,1.7873868796461327,1.8378190038519433,7.384023180031387,6.076827767882116,8065.593,1609.219,4.098563459235839,3.400002195953449,0.6985612632823899,43,46.30084446644117,61.547304463581305,-1.8823824238320665e-05,0.01068592838454508,97.41829993369127,82.29697577759073,98.5851479319809,1.6816969547392944,Valid
6,B0031,1.8647176099299472,1.8190536991775756,1.8378190038519433,7.477662635372788,6.217722380347583,8023.312000000001,1637.813,4.088811370393122,3.4184246428172615,0.6703867275758606,43,59.26156604950915,61.52589572609127,-0.0018591336430829471,0.010458612424474541,97.55116214330775,83.1506138152702,100.33176368909147,-1.7466157571105754,Valid
7,B0031,1.8358298552209957,1.8063078514173634,1.8378190038519433,7.369616018564015,6.17413734866328,7953.984,1626.2340000000002,4.092370065339146,3.418302697191396,0.6740673681477505,43,60.01140908984306,61.44446616174528,-0.001971278896418254,0.01049560983095043,98.39189869803711,83.77827736357861,99.62875344476888,0.7030102443225985,Valid
8,B0031,1.824037827478742,1.8045215846576905,1.8378190038519433,7.325731390400956,6.160737358008056,7945.812,1624.313,4.093516302330171,3.414586625879031,0.6789296764511397,43,59.96304141708683,61.455201674108864,-0.001966277781334572,0.010508171387995249,98.93005273645954,84.09723247675429,99.53023007819746,0.09852336657141336,Valid
9,B0031,1.8208685410293943,1.7929466438692394,1.8378190038519433,7.312309449535079,6.125746482574154,7906.797,1613.782,4.093454034036312,3.4170157107244004,0.6764383233119116,43,60.61045347908196,61.405294286408186,-0.0020575730678903076,0.010557762356277554,98.46656161436181,83.77307504352996,98.89180240317765,0.6384276750198126,Valid
10,B0031,1.8116991607092967,1.801989689562089,1.8378190038519433,7.295170328374904,6.142635793642601,7883.875,1622.109,4.100268394619952,3.4093040767129463,0.6909643179070053,43,46.33559313256987,61.68904963909527,-2.1298050513796076e-05,0.01069074367000815,99.46406824279775,84.20140335518327,99.39058081961191,-0.4987784164342628,Valid
11,B0031,1.840404559776061,1.7979812878321528,1.8378190038519433,7.384939178350845,6.143699951427086,7864.4529999999995,1618.203,4.089423695106857,3.4175554912735397,0.6718682038333177,43,60.66714450948207,61.56535057424497,-0.0020741815183298673,0.010611389620045398,97.69489421667863,83.19228910425578,99.16949333037465,0.22108748923726296,Valid
12,B0031,1.8185589591738216,1.7852224156963978,1.8378190038519433,7.304027088470766,6.101317544577528,7899.0,1606.531,4.094235623804545,3.418160878749202,0.676074745055343,43,60.496029424814864,61.469630088847225,-0.0020447132188579228,0.010641425946732999,98.1668703503257,83.53361057776351,98.46576471332355,0.7037286170510981,Valid
13,B0031,1.8048211325924626,1.772059896559421,1.8378190038519433,7.25239033858986,6.059353016830563,7844.125,1594.64,4.096599868533999,3.4199145401815243,0.6766853283524745,43,60.43007973208387,61.322094146878406,-0.0020516700789371713,0.010619784147466855,98.18479319410545,83.54973648603602,97.73977253387257,0.7259921794509836,Valid
14,B0031,1.7917757005597332,1.768519382594881,1.8378190038519433,7.20313965770553,6.043175548159295,7779.984999999997,1591.391,4.096561083629264,3.4174993081191007,0.6790617755101631,43,60.346973920426485,61.4816458011958,-0.0020562577477135097,0.010734378244864007,98.70205193889016,83.89640955655541,97.54449187196097,0.1952806619115961,Valid
15,B0031,1.787963454606288,1.751896517536041,1.8378190038519433,7.2044124598749235,5.96138899855316,7787.781,1576.5149999999999,4.1023999401273725,3.4030463745783592,0.6993535655490133,43,46.31838727041323,61.53190698410974,-2.2628291870594866e-05,0.010907492117530447,97.98279226696002,82.74635900922108,96.62764078082868,0.9168510911322869,Valid
16,B0031,1.8392864484535334,1.7953538763380155,1.8378190038519433,7.378527940902689,6.136071856150345,7896.594,1615.625,4.090724713443943,3.418238613274494,0.6724861001694489,43,59.33250177496012,61.44427041494544,-0.0018972404240987456,0.010582825254550654,97.61143392577833,83.1611929275917,99.02457576732361,-2.3969349864949265,Valid
17,B0031,1.8156686285625687,1.7822483411387222,1.8378190038519433,7.290075234724576,6.089557324881673,7859.172,1603.7659999999998,4.093812855580976,3.4172969366683033,0.6765159189126724,43,60.35167974719654,61.44879704785217,-0.00203867210442458,0.010656460643792815,98.15933993141113,83.5321602152401,98.30172659512543,0.7228491721981811,Valid
18,B0031,1.802471454492847,1.7682878601952585,1.8378190038519433,7.2409305628635625,6.044738568929123,7832.718,1591.047,4.095292785947374,3.4190027511238985,0.676290034823475,43,60.563951047949,61.440535204004185,-0.002073274163828712,0.010735691992646186,98.10351535873801,83.48013444474486,97.53172201766907,0.770004577456362,Valid
19,B0031,1.7873400620667124,1.76186545032665,1.8378190038519433,7.183964644274896,6.018738151535873,7706.625,1585.141,4.096230303548862,3.41680359688008,0.679426706668782,43,60.37134302330468,61.46104002209734,-0.002081322423600739,0.010784750604735034,98.57471936758326,83.78017500868931,97.17748744529604,0.3542345723730307,Valid
20,B0031,1.7822881066954013,1.7685085467988588,1.8378190038519433,7.181686225136666,6.040589302442731,7812.015999999998,1591.094,4.104936986955857,3.416173868099804,0.6887631188560528,43,46.33613251819791,61.3898361842824,-2.3951070337202166e-05,0.01072906143047497,99.22686125521582,84.11101673169772,97.54389421257005,-0.36640676727401456,Valid
21,B0031,1.79815213803201,1.7656071725523255,1.8378190038519433,7.22413199588439,6.03190584295507,7778.2970000000005,1588.359,4.095812192233811,3.4171084471595603,0.6787037450742504,43,60.39685108162658,61.52966680009936,-0.0020669081127482215,0.010803435299604616,98.19008832504554,83.49661725992085,97.38386595424629,0.16002825832376288,Valid
22,B0031,1.7850566384514543,1.7499481608660759,1.8378190038519433,7.17502734878766,5.98209492656771,7779.156000000001,1574.172,4.097446480781095,3.4191935952353143,0.6782528855457803,43,60.61266999722503,61.40852399906349,-0.00209174325204844,0.010798898194053358,98.03320091760028,83.37382752385584,96.52017717979183,0.8636887744544595,Valid
23,B0031,1.7702743821780742,1.7446190991902966,1.8378190038519433,7.119568905765124,5.9592491642880185,7754.016,1569.375,4.099743644502882,3.4165141647624284,0.6832294797404539,43,60.40798489031295,61.44326671894039,-0.0020729199448503623,0.010869420703489379,98.55077364017365,83.70238764684856,96.22624734309674,0.2939298366950851,Valid
24,B0031,1.7655923313339084,1.738197808748548,1.8378190038519433,7.101928560945292,5.936469658806616,7771.344,1563.437,4.100574649352747,3.416243702834062,0.6843309465186844,43,60.53795229346314,61.50191585184822,-0.002085207855669034,0.010963915269613435,98.44842310995632,83.58954342982649,95.8720745138549,0.3541728292418469,Valid
25,B0031,1.7583246600545395,1.757418352859301,1.8378190038519433,7.090897932911586,5.994041947724847,7757.342999999997,1580.765,4.106894126703111,3.41150927117519,0.6953848555279207,43,46.38562699306963,61.612414428068426,-2.7577627948030275e-05,0.01092569388694184,99.9484562085815,84.5314938169423,96.93220324483613,-1.0601287309812335,Valid
26,B0031,1.7923575862959373,1.7426476311742518,1.8378190038519433,7.201304277442098,5.960154951940334,7777.75,1567.203,4.096215970418141,3.4208904299808376,0.6753255404373038,43,60.75115336885673,61.23289825755926,-0.0021142288898158444,0.010774847048763426,97.22656039722433,82.76493704911717,96.11750901217455,0.81469423266158,Valid
27,B0031,1.7628001143004797,1.7350089003733777,1.8378190038519433,7.090700415332741,5.928103789373223,7738.719,1560.422,4.10068503781637,3.4175275464051444,0.6831574914112255,43,60.23697303225761,61.45065302176565,-0.002057842605876859,0.010957553433504841,98.42346198518769,83.60392404330678,95.69618701714802,0.4213219950265312,Valid
28,B0031,1.7547294761872445,1.7187900017188025,1.8378190038519433,7.059861457180866,5.877515592114729,7687.7029999999995,1545.6100000000001,4.101744904420771,3.420356992728504,0.6813879116922674,43,60.41079575488452,61.2492309179764,-0.0020976154992766315,0.01094163279460131,97.95185098579793,83.2525627841673,94.8016171054165,0.8945699117315229,Valid
29,B0031,1.7399970835329202,1.7120739879634135,1.8378190038519433,7.004554700822216,5.852878721268419,7700.156,1539.5,4.103502437147573,3.4191695395698125,0.6843328975777605,43,60.07874577127771,61.22796914516314,-0.0020506335168950754,0.01098072197349096,98.39522170273924,83.5581842280622,94.43118851095389,0.37042859446260934,Valid
30,B0031,1.7318558309477439,1.7197283176421823,1.8378190038519433,6.9895896958514845,5.87623659535066,7684.187999999999,1546.5,4.1095284093870355,3.417657233999811,0.6918711753872246,43,46.29669299942234,61.26869514325413,-2.864551817274411e-05,0.01097700824671314,99.29973886458407,84.07126671310004,94.8533708780142,-0.42218236706031576,Valid
