Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0030,1.8534465752112341,1.8074034947511648,1.8074034947511648,7.430248081764653,6.119549538369167,8374.155999999999,1607.406,4.088677054995976,3.385751417648127,0.7029256373478492,58.6712472598177,61.53175219066269,-0.001685927999731394,0.010542202466184383,97.5158129143905,82.35996256151653,102.18082634606422,,Valid
2,B0030,1.827082973068182,1.7878792806740895,1.8074034947511648,7.334632952583787,6.057033670799955,8152.719,1589.938,4.0899502377048975,3.387867216781495,0.7020830209234026,57.90767511838546,61.428927241228045,-0.0016320569385009668,0.010562097287339253,97.85430147552312,82.58127857190496,101.07703279141711,1.1037935546471118,Valid
3,B0030,1.811534970405333,1.777845830963165,1.8074034947511648,7.277587194733132,6.020436471693426,8202.218000000003,1580.9070000000002,4.093484286805143,3.3863176884385093,0.707166598366634,57.99128554297854,61.63844050755648,-0.0016302675391328587,0.010765451844363403,98.14029869737321,82.72572090995324,100.50979576573842,0.5672370256786934,Valid
4,B0030,1.800256796103559,1.764413835149788,1.8074034947511648,7.234428202781408,5.9776431512150685,8142.313,1568.828,4.094147148758018,3.387916866145016,0.706230282613002,58.14180004088291,61.621652174550775,-0.0016544061507497026,0.010820766600212774,98.0090084352772,82.62772099827951,99.75042330924292,0.7593724564954982,Valid
5,B0030,1.7881023187866687,1.7878965261683493,1.8074034947511648,7.201553807919142,6.043993427261254,8078.2029999999995,1589.859,4.0989076200705306,3.3805212904250435,0.7183863296454871,46.55584916287252,61.703127352450615,-2.062880359568798e-05,0.010742914399148254,99.98849100433699,83.92624131496478,101.07800775846754,-1.3275844492246165,Valid
6,B0030,1.8172343183390365,1.7757541393346243,1.8074034947511648,7.291521774069555,6.013627228321386,8045.6410000000005,1578.797,4.089477615475922,3.386505217345868,0.7029723981300542,58.962190535106565,61.70855487517905,-0.0017807161478989887,0.010801982147745276,97.7174006353608,82.47424083278918,100.39154282460704,0.686464933860492,Valid
7,B0030,1.7928709058436227,1.7518235316104678,1.8074034947511648,7.202211108316185,5.939659583596319,8115.546,1557.422,4.09449197901899,3.3904389497713985,0.7040530292475915,58.82553205158427,61.44941059293715,-0.0017497218055305245,0.010786692680607697,97.71052259817668,82.4699456079254,99.03863558539953,1.3529072392075108,Valid
8,B0030,1.780524850570234,1.7382668333817373,1.8074034947511648,7.160190169590175,5.893683472086356,8066.297,1545.0780000000002,4.096471043425657,3.390642607579413,0.7058284358462439,58.15347588339984,61.51436089867503,-0.0016766461454028431,0.010907554922532443,97.62665389506003,82.31182877121391,98.27221312823447,0.7664224571650635,Valid
9,B0030,1.7648542881270877,1.7260602303765002,1.8074034947511648,7.099586015109437,5.8524040652602825,7736.672,1534.11,4.0946030861005855,3.390529265859965,0.7040738202406205,58.30239211660626,61.66246711057119,-0.0017619452118357824,0.011092868953168217,97.80185491733955,82.43303275437633,97.58211775906224,0.6900953691722265,Valid
10,B0030,1.7598019978953436,1.7459502383340122,1.8074034947511648,7.094587723424125,5.912394455485577,8032.579,1551.922,4.103510729749266,3.386469839701159,0.7170408900481076,46.59843945415404,61.73896778238574,-1.1610288996628353e-05,0.011017846179727094,99.21287965476243,83.33668827527056,98.70659132295128,-1.1244735638890404,Valid
11,B0030,1.7718321611361139,1.7305076232928633,1.8074034947511648,7.120871782219337,5.866385378420416,7991.375,1538.0149999999999,4.094912032791369,3.389986938874047,0.7049250939173217,58.65152147904238,61.76147789245887,-0.0017523222530609341,0.011106935370144202,97.66769456217834,82.38296598835909,97.83354932074691,0.8730420022043717,Valid
12,B0030,1.7537394485709794,1.716966642537669,1.8074034947511648,7.0546550647143995,5.820912560552929,7940.813,1525.781,4.098044340524327,3.390163765827715,0.7078805746966119,58.3674178691559,61.895346447173786,-0.0017303911963239106,0.011295044617305737,97.90317734693859,82.51165375423757,97.06801544459802,0.7655338761488935,Valid
13,B0030,1.7381975059828494,1.7031235898442376,1.8074034947511648,6.994785787026507,5.776726903604909,7911.515,1513.437,4.100329220484348,3.3918466135953897,0.7084826068889578,58.41033239526834,61.65064757221952,-0.0017410594522987133,0.011216098323484885,97.98216738788959,82.58618747580837,96.28540405346443,0.7826113911335852,Valid
14,B0030,1.726751633537358,1.6993282069328055,1.8074034947511648,6.951894560099355,5.757492286260154,7836.968999999994,1509.953,4.100235158753122,3.3879335283264274,0.7123016304266949,58.24399638457372,61.77355637384133,-0.0017332432926459196,0.011321694171119341,98.41184881068426,82.8190392775156,96.07083361398253,0.21457043948190346,Valid
15,B0030,1.7263576844927704,1.7510504754531617,1.8074034947511648,6.963844114621032,5.920228623554342,7859.563,1556.1399999999999,4.104988632564955,3.3809934243595543,0.7239952082054004,46.62955646925781,61.91500109798776,-1.3642703449076993e-05,0.011119069662538221,101.43034037396754,85.01380166055768,98.99493116787747,-2.9240975538949385,Invalid : Charge Ah less than Discharge Ah
16,B0030,1.7828155868135482,1.737160131378169,1.8074034947511648,7.157258825777185,5.882657766287078,7669.0470000000005,1543.656,4.088837465054437,3.386348886451069,0.7024885786033677,59.32154778266064,61.83767457028927,-0.001919359724152724,0.0111354603953745,97.43913752083692,82.19149131648594,98.20964617759404,0.7852849902834294,Valid
17,B0030,1.7518149052275,1.7119249886770842,1.8074034947511648,7.041735624253013,5.801836369080627,7296.8279999999995,1521.125,4.088474187241845,3.3889576402226855,0.6995165470191593,58.79599546716454,61.75985042662575,-0.0019445972392252416,0.011239108813388183,97.72293771268971,82.39213567033178,96.78298758052591,1.4266585970681263,Valid
