Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0053,1.486471799243933,1.4196716846811492,1.4196716846811492,6.219753170205032,4.4061331377813175,10799.562000000002,2528.109,4.197761482356577,3.1059819941160494,1.0917794882405274,8.673289590900279,18.22967488120297,3.3320117506747116e-05,0.004929334863863694,95.50612970950674,70.84096454001359,102.87633799505763,,Valid
2,B0053,1.4208019613320433,1.398496665592582,1.4196716846811492,5.921665113980191,4.339325742714616,10803.718,2489.7810000000054,4.1923689828957444,3.1059995183660223,1.0863694645297222,17.66594550698513,18.98052066900153,-0.0010753001239537925,0.005118043121446686,98.43009114946959,73.27881025338799,101.34189278190505,1.5344452131525799,Valid
3,B0053,1.3983862001168321,1.3794545293063383,1.4196716846811492,5.828701526646878,4.286948806883603,10799.453,2455.969,4.192716474262403,3.110355119025866,1.0823613552365368,18.21037292029024,18.53694389310324,-0.0011541610240229858,0.005118257233235051,98.6461772285144,73.54895060735404,99.96200666466412,1.379886117240929,Valid
4,B0053,1.3827244940693868,1.3717849631808992,1.4196716846811492,5.76480116819892,4.255126790345535,10802.594,2442.078,4.19325579859871,3.104685250370838,1.0885705482278714,17.93836710209922,18.50345574809697,-0.0011239018185918086,0.0050929587603333,99.20884233009481,73.81220385914806,99.40623247721645,0.5557741874476676,Valid
5,B0053,1.374320123324757,1.371080789194726,1.4196716846811492,5.73017433201594,4.249301977998924,10801.016,2440.968,4.1934252797338685,3.1020540155932914,1.091371264140577,17.867125496243656,18.63570596513145,-0.0011269631250043009,0.0047920328142062145,99.76429551783072,74.15659161113116,99.35520459394557,0.05102788327087637,Valid
6,B0053,1.3712313566527732,1.3831368089339988,1.4196716846811492,5.745967797065497,4.253792340809823,10801.032,2462.562,4.200397131553518,3.078622715500571,1.121774416052947,8.589622781383888,21.18792616181971,9.303648657791678e-06,0.006559068764890528,100.86823074920686,74.03091160695787,100.22884261529632,-0.8736380213507431,Invalid : Charge Ah less than Discharge Ah
7,B0053,1.3872162906995924,1.3752056428576593,1.4196716846811492,5.783846191142237,4.224959862451754,10799.688,2448.032,4.19321549709677,3.0755845020705546,1.1176309950262158,20.0268600592557,20.957289266361016,-0.001351973449626525,0.0068167111568274074,99.13419068659611,73.04758326599583,99.65411161884929,0.5747309964470304,Valid
8,B0053,1.3766935293511966,1.363467343624252,1.4196716846811492,5.740009030575941,4.189855019085115,10799.61,2427.015999999994,4.193456412551757,3.077723642640485,1.1157327699112716,19.968914713132317,20.710961685790117,-0.001248971466743612,0.00581207437155287,99.03927886309033,72.99387504037975,98.80349717576813,0.850614443081156,Valid
9,B0053,1.3651880546209365,1.3525574461354095,1.4196716846811492,5.690612149097705,4.175914876691948,10802.687,2407.297,4.193247518722152,3.0901551039050656,1.1030924148170862,19.76495895458828,19.28383683899809,-0.001296992102858541,0.005076760288422719,99.07480815974222,73.38252488977088,98.01291276553835,0.7905844102297834,Valid
10,B0053,1.3580979587007187,1.3576840209440983,1.4196716846811492,5.66392295809431,4.167549210924406,10802.594,2416.532,4.193880656060384,3.072801999678985,1.1210786563813988,16.41187627074221,20.96189877011833,-0.000996917605562207,0.006929622720211368,99.96952077322786,73.58061262059653,98.3844093928688,-0.3714966273304583,Valid
