Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0028,1.803995914370752,1.80034848063582,1.80034848063582,7.3481778273399625,6.413592975083398,10800.875,6475.046999999998,4.1368196176190875,3.5654973854426735,0.571322232176414,29.583130164671164,31.658433089601147,-6.658323080697627e-05,0.0008046783634435082,99.79781363661213,87.28140670766969,100.66473016111715,,Valid
2,B0028,1.809925810031442,1.8003379843911231,1.80034848063582,7.344242076975425,6.417633478584778,10802.094,6475.562999999999,4.129083103321676,3.5677295243472806,0.5613535789743955,31.37124656722368,31.4066266659304,-0.0004856589703033557,0.0008103712868073401,99.4702641629188,87.38319640503666,100.66414327382756,0.0005868872895860022,Valid
3,B0028,1.8047123653429447,1.7928619252184586,1.80034848063582,7.321851147411635,6.398919927035568,10801.046,6448.765,4.129289105212741,3.5721676439648165,0.5571214612479243,31.10349399671159,31.67671738206654,-0.00044481304494815686,0.0008299355342728666,99.34336128282503,87.39483770163322,100.24612671348973,0.41801656033783274,Valid
4,B0028,1.796120570872236,1.788077025064204,1.80034848063582,7.286245772613611,6.383932420698349,10580.579,6430.25,4.128113366817124,3.5732231636950567,0.5548902031220675,31.354901745436717,31.846977777202905,-0.0004638250387894441,0.0008336437646980442,99.55217116609683,87.6162103218267,99.97858368609438,0.2675430273953481,Valid
5,B0028,1.7929538701515375,1.7873753621226456,1.80034848063582,7.272881599496733,6.38259066843108,10698.11,6425.514999999999,4.129215693497649,3.5738471813015344,0.5553685121961145,31.51581153889375,31.867616916443183,-0.0004674191523769205,0.0008294748634722912,99.68886494394748,87.75875945612452,99.93935088675818,0.039232799336204494,Valid
6,B0028,1.7905943513988043,1.770229068931843,1.80034848063582,7.27997050082624,6.308891615517455,10764.702999999996,6369.343,4.1342739335059395,3.5667287497019005,0.5675451838040391,29.6379948334367,31.61476661941455,-4.651368582710569e-05,0.0008248434952173715,98.86265236729625,86.66095027172744,98.9806326186671,0.9587182680910757,Valid
7,B0028,1.79873494400486,1.787678200561993,1.80034848063582,7.301158834104676,6.387038067073336,10559.562,6432.437,4.129705034731613,3.5757248920260865,0.5539801427055262,30.12441249730174,31.6405573261224,-5.965913080873039e-05,0.0008601853368769693,99.38530446190981,87.47978522585535,99.95628380286148,-0.9756511841943762,Valid
8,B0028,1.794162323835264,1.7850489242496352,1.80034848063582,7.268259985824868,6.379964341090943,10439.157,6418.984,4.125793301257905,3.5768198396891084,0.5489734615687962,31.34818118822709,31.521031586112468,-0.0004376130826529744,0.0007800294174206892,99.49205267190386,87.77842776033948,99.80927038109935,0.14701342176212506,Valid
9,B0028,0.6867196469415391,1.7815868481053374,1.80034848063582,2.8591618031838673,6.36813165844982,6636.500000000003,6406.9220000000005,4.1823546552186155,3.577192076557071,0.6051625786615444,31.17306504233793,31.6143383864849,-0.000543232831032433,0.0008061682088793279,259.43437850366394,222.72722206062215,99.61569176861879,0.19357861248056452,Invalid : Charge Ah less than Discharge Ah
10,B0028,1.7874802177992781,1.7816474562252114,1.80034848063582,7.241762886240798,6.367542781458795,10441.265,6405.0,4.126139745548259,3.5768530311107853,0.5492867144374736,31.215341053164558,32.02920200678474,-0.0004585040313603926,0.0008257726041190191,99.67368804890899,87.92807609811413,99.61908061255556,-0.003388843936775743,Valid
