Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0033,1.8736180026621654,0.7049838129298506,0.7049838129298506,7.75842426251488,2.161732483895302,10799.593,621.0469999999999,4.1751201928372605,3.066185952902901,1.1089342399343596,29.248668936056312,46.62760424710444,-5.346386557724907e-05,0.034344503818660464,37.62687014792562,27.863035208577003,39.13638484567418,,Invalid : Discharge Ah significantly lower than average
2,B0033,0.7415724750751149,1.1871736344110198,0.7049838129298506,3.117694705765255,3.610494262806215,8779.125000000002,1052.25,4.205279187905047,3.041193856100076,1.164085331804971,27.83350893576499,51.56662799966554,-0.0002763625623525538,0.025123973463044298,160.08868644845123,115.80653667370551,65.9046114007309,-26.76822655505672,Invalid : Charge Ah less than Discharge Ah
3,B0033,1.203061135454506,1.2898281977362454,0.7049838129298506,5.030318717908211,3.9005724101661743,10305.406,1144.094,4.197855476082214,3.0240242158758357,1.1738312602063785,28.349790188142716,52.488975037329816,-0.0002625820949846869,0.02427872648670998,107.21219061315279,77.54125789842942,71.60336422707476,-5.698752826343863,Invalid : Charge Ah less than Discharge Ah
4,B0033,1.3051292808912731,1.340006922310048,0.7049838129298506,5.450510009338143,4.043438422493802,10641.719000000001,1188.813,4.19572276637167,3.017607547349861,1.1781152190218092,28.202231824821716,52.77046826381419,-0.00026360177208274797,0.02377272554082312,102.67235146199131,74.18458851678722,74.38897978301779,-2.785615555943025,Invalid : Charge Ah less than Discharge Ah
5,B0033,1.352907797712082,1.3699277354702197,0.7049838129298506,5.647932668056171,4.114929368003447,10731.015,1215.532,4.195184440724157,3.0037591029989428,1.1914253377252142,27.91186860161207,52.48358547047969,-0.0002809585626997168,0.023427137316428467,101.25802643660715,72.85726671772926,76.05000013164886,-1.6610203486310695,Invalid : Charge Ah less than Discharge Ah
6,B0033,1.3825670712178117,1.3370033959707357,0.7049838129298506,5.773011984221924,4.000548717717022,10802.592999999999,1185.86,4.195315102264694,2.9921257897112485,1.2031893125534459,27.373762514812015,52.75453812766806,-7.857614138036801e-05,0.024222616863199733,96.70441483848288,69.29742617286821,74.22224239053651,1.8277577411123502,Valid
7,B0033,1.3482967549890892,1.8309385224139567,0.7049838129298506,5.630189925501092,5.3850720110006165,10728.125,1627.2969999999998,4.195681976986275,2.942439469904003,1.2532425070822724,27.6829828625894,53.78632695242281,-0.00024557998512978694,0.01830642922043781,135.7964050301948,95.6463650828145,101.64249636337794,-27.420253972841437,Invalid : Charge Ah less than Discharge Ah
8,B0033,1.8351141108499767,1.785634083702619,0.7049838129298506,7.583567536511076,5.379131773641748,10802.656000000003,1586.766,4.172713101592688,3.0139478118149183,1.1587652897777696,27.840784814373432,52.45470934674082,-0.0003635099366780602,0.017946580622079798,97.30370842582428,70.93141516501204,99.12747131442606,2.515025048951884,Valid
9,B0033,1.8011025092312236,1.7612523130746385,0.7049838129298506,7.438292900850609,5.346864753057731,10801.047,1564.906,4.172234313685849,3.037355617590888,1.1348786960949613,27.61924795678449,51.84992032954774,-0.00034787220142078846,0.017851707801269868,97.78745540843232,71.88295519320418,97.77394469294242,1.3535266214836383,Valid
10,B0033,1.778525563300722,1.7468547080486079,0.7049838129298506,7.343581788867857,5.319646839691201,10801.733999999999,1551.984,4.172355201744296,3.0468208090361317,1.1255343927081647,27.43893720648791,51.55415029898387,-0.00033414569960037215,0.017835028255326197,98.2192634221497,72.43940344962535,96.97467781500801,0.7992668779344143,Valid
