Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0029,1.9153459712974064,1.8821408377094393,1.8821408377094393,7.670324635890176,6.390170121638425,8521.203,1674.328,4.087613341356341,3.3959319621255832,0.6916813792307575,43,57.649506711307176,59.31192291258045,-0.0015237825885670976,0.00873302697124097,98.26636367081636,83.31029552175944,102.23227082494554,,Valid
2,B0029,1.8982927510986212,1.86273319894045,1.8821408377094393,7.609933379583344,6.331012786169877,8314.859,1656.922,4.087499057523884,3.3994002788225335,0.6880987787013502,43,57.94593297118818,59.41079522529549,-0.001595840701302344,0.008860550649385028,98.12676142088246,83.19406321158242,101.17810583210758,1.0541649928379684,Valid
3,B0029,1.881995034894267,1.8533023865337759,1.8821408377094393,7.545487871099943,6.299817031066009,8343.530999999997,1648.422,4.089492274263916,3.39985085447451,0.6896414197894063,43,58.002111705336766,59.430674095214975,-0.0015960782710398719,0.008922309352555058,98.4754131743975,83.49118226264743,100.665852259611,0.5122535724965758,Valid
4,B0029,1.8722497746177194,1.840154951031426,1.8821408377094393,7.50971726606343,6.261316189837949,8356.375,1636.75,4.09141227997018,3.403179898500942,0.6882323814692386,43,58.05855671621492,59.33182450335441,-0.001598593903669936,0.008914088460406703,98.28576165309745,83.37619071403617,99.95172281722267,0.7141294423883267,Valid
5,B0029,1.858965974811186,1.8538651432058195,1.8821408377094393,7.476731360787866,6.294676227582203,8362.203,1648.953,4.098362630220646,3.396276920491109,0.7020857097295372,43,46.41092449317691,59.37803504443088,-1.4171864821959848e-05,0.008903107905783903,99.7256092002499,84.19021526699466,100.69641952182234,-0.7446967045996615,Valid
6,B0029,1.8850409099214396,1.8414564880231254,1.8821408377094393,7.5553474560886755,6.267637819326334,8351.109,1637.813,4.089910235454187,3.40407590664691,0.6858343288072772,43,58.52174241974953,59.25545062317395,-0.0016556080104469012,0.008873661311506601,97.68787925668252,82.95631479231828,100.02241842063249,0.6740011011898446,Valid
7,B0029,1.8590057295951414,1.8284060167873644,1.8821408377094393,7.4570033223670364,6.222134299247754,8259.343,1626.2340000000002,4.092232810724821,3.4033291800736456,0.6889036306511751,43,58.10226969273861,59.274387507216666,-0.0016214979515317691,0.00894680991058578,98.35397426050746,83.44014385221831,99.31355578770051,0.7088626329319823,Valid
8,B0029,1.847437805016153,1.8153973068432003,1.8821408377094393,7.414074210911931,6.181142681914961,8287.469000000001,1614.438,4.09385776309837,3.4053407649841714,0.6885169981141988,43,58.17178026323686,59.24519813956381,-0.001626585631267886,0.008992288443330297,98.26567919710442,83.37039131355931,98.60696150344205,0.7065942842584576,Valid
9,B0029,1.8338389360221543,1.803747097432602,1.8821408377094393,7.362329017741697,6.145003342843592,8240.938,1603.735,4.095484911541825,3.407242980265463,0.6882419312763619,43,58.162984573276525,59.27881535442356,-0.0016352118773843773,0.009091005927378526,98.35907952446328,83.4654812089408,97.97415691211236,0.6328045913296876,Valid
10,B0029,1.820442999638469,1.8243210406428467,1.8821408377094393,7.328848989698859,6.195420877888117,8042.656999999999,1622.109,4.1000031187684645,3.396663951425374,0.7033391673430907,43,46.444257046819565,59.54464687034824,-1.175860843534611e-05,0.009148291676958327,100.21302732385182,84.53470506209307,99.0916720799818,-1.117515167869442,Invalid : Charge Ah less than Discharge Ah
