Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0048,1.4932482705439158,1.5057586216978724,1.5057586216978724,6.2197247784035605,5.213373059880558,10800.719000000001,5425.11,4.180541322349807,3.4631870123425528,0.7173543100072544,4,8.728337360007776,10.829468947828506,-2.846285019613647e-05,0.0006908898173263039,100.83779445124685,83.81999599054114,103.51919914385384,,Invalid : Charge Ah less than Discharge Ah
2,B0048,1.5015970377979793,1.49697178686912,1.5057586216978724,6.240653368520176,5.1759479824032475,10799.499999999995,5392.422,4.177357287880478,3.4585647623956826,0.7187925254847958,4,8.540203319870198,11.047744366527178,-0.00015241672795515243,0.0008422284857763398,99.6919778867144,82.93920006056355,102.91511420528904,0.604084938564796,Valid
3,B0048,1.4915346287453133,1.4763461391601056,1.5057586216978724,6.2004867956367615,5.107253716784259,10805.188,5317.297,4.177579651129876,3.4604044631814523,0.7171751879484236,4,8.447044657958907,10.582379295049948,-0.0002815483506812598,0.0006929631316746254,98.98168709646491,82.36859274304393,101.49712429515799,1.4179899101310554,Valid
4,B0048,1.4748649901990631,1.4599114236933968,1.5057586216978724,6.134579790596343,5.049739990797791,10803.203,5258.516,4.178533057662759,3.4599260121411852,0.7186070455215736,4,8.32832750131666,10.227762694291696,-0.0002648977806546025,0.000806358761898388,98.98610607716385,82.31598843230476,100.36725622815503,1.1298680670029597,Valid
5,B0048,1.458392437924007,1.4489863998084387,1.5057586216978724,6.069626290828079,5.006575286568768,10801.578,5219.812,4.179545598694135,3.4562269221319113,0.7233186765622239,4,8.46996468679888,10.448166696977866,-0.00026137664343952937,0.0006304919856861187,99.35504066868603,82.48572558963461,99.61617321464846,0.7510830135065731,Valid
6,B0048,1.4456145485345786,1.44977533314358,1.5057586216978724,6.035129365606052,4.983931898670672,10802.453,5222.969,4.1840269568848845,3.438732261717723,0.7452946951671615,4,8.590071846774741,11.087645565750543,-0.00011301612446509981,0.001286928602465228,100.28782116320146,82.58202263358082,99.67041148753954,-0.05423827289108374,Invalid : Charge Ah less than Discharge Ah
7,B0048,1.4544861900314916,1.44243319350416,1.5057586216978724,6.069646025136854,4.9728459121718895,10805.875,5197.64,4.183406745880936,3.4485877274380448,0.7348190184428915,4,8.563314740253459,10.260761579974677,-1.2082849739067825e-05,0.0008963101443390377,99.17132272482625,81.92975161281774,99.1656477063313,0.50476378120824,Valid
8,B0048,1.4428981883422738,1.4307769478591652,1.5057586216978724,6.010273967076372,4.933070962645873,10801.75,5154.079,4.180783904826726,3.448809347431626,0.7319745573951004,4,8.614173427994308,10.695473118282326,-0.00041119836913658213,0.0007150523928800849,99.15993792347646,82.0773061206311,98.36429402533209,0.8013536809992132,Valid
9,B0048,1.4293776829319276,1.4152646242543028,1.5057586216978724,5.953707471355354,4.874413372834025,10799.906000000004,5098.25,4.1809022871129375,3.445224948733699,0.7356773383792383,4,8.425548150324582,10.49011228272342,-0.0002005172713485165,0.0008866491262216233,99.01264313511065,81.87189908617344,97.29783935371616,1.0664546716159293,Valid
10,B0048,1.413894370568714,1.4037784514184501,1.5057586216978724,5.892945117256964,4.831763332427775,10800.609,5055.156999999999,4.181701391765876,3.4430770381906637,0.7386243535752124,4,8.72285663110041,10.7107611721746,-0.00039528718160036346,0.0007567631410800498,99.28453501472003,81.99233551791254,96.50817798564468,0.7896613680714779,Valid
11,B0048,1.4028201474851256,1.3882832756957755,1.5057586216978724,5.846046307889226,4.774075317163253,10803.594,4998.8279999999995,4.1816683182067855,3.439901590198184,0.7417667280086016,4,8.4751018704149,10.417015829837782,-0.00019729969656734169,0.0009006820772511756,98.96373944903695,81.66331680815885,95.44290221149978,1.0652757741448937,Valid
12,B0048,1.3831620715025055,1.4176694864063628,1.5057586216978724,5.779328504305503,4.864019393448237,10801.141,5107.75,4.185325778988357,3.431939041986832,0.753386737001525,4,8.207344162726946,10.680714357791624,9.625537026304578e-06,0.0009657350087869662,102.49482078888792,84.16236228524862,97.46317090184431,-2.0202686903445226,Invalid : Charge Ah less than Discharge Ah
13,B0048,1.4307028759442282,1.417064936661197,1.5057586216978724,5.971647255516704,4.878336734302715,10802.641,5105.234,4.183705881916007,3.4435688634572403,0.7401370184587663,4,8.42555325456371,10.479304841863389,-4.3213445206910686e-05,0.001010847062951691,99.04676648713448,81.69164261663362,97.42160879184847,0.041562109995837204,Valid
14,B0048,1.4169130797877674,1.4022655408785387,1.5057586216978724,5.903939284828928,4.828263237870861,10803.702999999994,5050.6089999999995,4.181332311310011,3.4441894376361346,0.7371428736738763,4,8.292515552776987,10.378581035006627,-0.00030837721102767383,0.0009868242636331135,98.96623588855411,81.78036739432298,96.40416710022713,1.0174416916213431,Valid
15,B0048,1.3997593627311389,1.3896200378927865,1.5057586216978724,5.8337592219147005,4.775855139907397,10804.438,5005.0,4.181636461257789,3.4377983705933053,0.7438380906644841,4,8.300375301980043,10.851484720266557,-0.00028224078599151396,0.0009405575175897205,99.27563800548053,81.86582541779829,95.53480309792761,0.8693640022995197,Valid
16,B0048,1.3877967627037482,1.3729559021960807,1.5057586216978724,5.785345993255247,4.714934941152028,10800.859,4944.906999999999,4.182081529214809,3.4352912943923415,0.7467902348224675,4,8.47392662453468,10.70498211965856,-0.00013322397563715906,0.0008507638195222187,98.9306171547227,81.4978904744653,94.38916265005665,1.14564044787096,Valid
17,B0048,1.3718045888933723,1.3525086836986966,1.5057586216978724,5.720775233701971,4.643005930136856,10805.218,4870.5,4.1827026483021275,3.433947288203263,0.7487553600988646,4,8.454854094828445,10.26828159930382,-0.0003163421888717205,0.0009700843876601549,98.59339257566985,81.16043264178936,92.98343954605618,1.4057231040004723,Valid
18,B0048,1.3476748969856527,1.3419935193362296,1.5057586216978724,5.634447887225385,4.594016824860072,10802.516,4832.25,4.186124302521112,3.4246074687327255,0.7615168337883862,4,8.291303228635622,10.330320589195354,6.451290255813151e-05,0.0009323305128127107,99.57843114373276,81.53446294668525,92.26053391033007,0.7229056357261072,Valid
19,B0048,1.3462211670229618,0.6535381685322164,1.5057586216978724,5.618160364731964,2.371010948773203,10803.203000000005,2360.125,4.1837909463417535,3.627044857228368,0.5567460891133855,4,8.40715591035085,8.382812028066311,-0.0003258821086388541,0.0001291600452663395,48.54612188110613,42.2026214071289,44.93000859600631,47.33052531432376,Invalid : Discharge Ah significantly lower than average
20,B0048,0.70301002942255,1.3703645555753727,1.5057586216978724,2.9395562814851495,4.685133947437543,10601.172,4934.86,4.1877725759241144,3.419969482700167,0.7678030932239475,4,7.989236294320688,11.025933551300648,-0.0002170156575890068,0.0008945580779479001,194.92816577609645,159.38235225999745,94.21101050600494,-49.28100190999863,Invalid : Charge Ah less than Discharge Ah
21,B0048,1.327615317885996,1.3163789813114872,1.5057586216978724,5.541940959942117,4.50769812954837,10806.219000000001,4739.2970000000005,4.184208198358443,3.4253862884969877,0.7588219098614557,4,8.521817713530261,10.196289899952207,-0.00016068163533773446,0.0008138307067332705,99.15364515435084,81.33789519106408,90.49956344364848,3.7114470623564557,Valid
22,B0048,1.3157449100155927,1.3092321174476158,1.5057586216978724,5.492271449428618,4.478540335934397,10802.328,4714.219,4.184273718965723,3.421795484062,0.7624782349037225,4,8.320661536697981,10.67776116366158,-0.00025806106835792524,0.0007181963513494638,99.50501100035419,81.5425890211657,90.00822465075225,0.4913387928962294,Valid
23,B0048,1.302404661943747,1.294979625950333,1.5057586216978724,5.449792234341624,4.422296719750041,10805.781,4662.328,4.187274194089121,3.415965551083471,0.7713086430056499,4,8.422137523157138,10.197605675555666,0.0001749373360848922,0.0009137303768657611,99.42989792570823,81.14615254290126,89.02838200908127,0.9798426416709844,Valid
24,B0048,1.2999775256614037,1.2974893991097005,1.5057586216978724,5.427870533107929,4.429820661843144,10806.172,4670.594,4.1845898208276795,3.415132348881937,0.7694574719457425,4,8.222536087452747,10.817583822184044,-0.0002719606953470588,0.0007440627379905266,99.80860234099531,81.61249673924492,89.20092607009254,-0.17254406101126563,Valid
25,B0048,1.2951287623904593,1.2805765602195565,1.5057586216978724,5.40760165432765,4.369195169676477,10805.906,4609.9529999999995,4.184468379083738,3.413050108499307,0.7714182705844306,4,8.586164888224072,10.38274965565126,-0.00016579444149891065,0.0009191928046074612,98.87638954569711,80.79728221437784,88.03818755946554,1.162738510626994,Valid
26,B0048,1.2802425367962256,1.2732474338565507,1.5057586216978724,5.34606580693906,4.337560737145003,10806.203000000001,4582.9220000000005,4.184649559723822,3.407908473885859,0.7767410858379633,4,8.33542145757642,10.44836963714666,-0.000190232595924684,0.000887171389136647,99.45361111362696,81.13556573723723,87.53431842626613,0.5038691331994158,Valid
27,B0048,1.2729098724907868,1.2714969985916658,1.5057586216978724,5.315495943523754,4.325944395013984,10802.125,4577.5,4.184784734080817,3.403402093063562,0.7813826410172551,4,8.480727025577812,11.151231327144918,-0.00033797478286947644,0.0014556979557063753,99.88900440403087,81.38364587192639,87.41397798513371,0.12034044113241293,Valid
