Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0056,1.5428285231975252,1.3415273370258058,1.3415273370258058,6.4548560528212375,4.311871908574528,10799.796999999999,2413.547,4.186682013924381,3.2144810714635152,0.9722009424608657,4,8.180605177953623,14.09017680302044,1.0199155360643917e-05,0.002944384940749501,86.95245886726796,66.80043479342856,104.51173763891177,,Valid
2,B0056,1.3862767435487866,1.3146506953274433,1.3415273370258058,5.78954487117782,4.261105302831316,10802.109,2364.64,4.184198709014016,3.241855292485604,0.9423434165284119,4,8.831570601885788,14.778035472201893,-0.000240174048535372,0.003564667855070402,94.83320711000425,73.60000479561774,102.41791185670913,2.093825782202643,Valid
3,B0056,1.325239652203614,1.294479227432196,1.3415273370258058,5.538111759757479,4.2189360433898555,10800.922000000004,2328.094,4.185411686252099,3.259260071294195,0.9261516149579041,4,8.366575790143445,14.04619289990165,-0.000270820596937607,0.0029404283844963984,97.67887832813713,76.18004522853126,100.8464528917851,1.5714589649240196,Valid
4,B0056,1.2991181909188654,1.2610678671888258,1.3415273370258058,5.423817783629836,4.118549809361038,10800.782,2267.281,4.184001666513761,3.2665792146137753,0.9174224518999856,4,8.91653061236999,14.286824339755968,-0.00026160852641947787,0.0035617389574997367,97.07106528135623,75.93451649116317,98.24353961559662,2.602913276188488,Valid
5,B0056,1.2661457714331683,1.2560551328364886,1.3415273370258058,5.291029336027774,4.11312433548175,10799.594,2258.438,4.185503281650819,3.274667544651607,0.9108357369992119,4,8.828673633031244,13.79068771013097,-0.0003375000519124159,0.00294490515412401,99.20304290198293,77.73769666092359,97.85302235737473,0.390517258221891,Valid
6,B0056,1.255485666226525,1.277712909184709,1.3415273370258058,5.255915058242087,4.171880893547342,10801.265,2297.594,4.1879720625908305,3.265879080115267,0.9220929824755637,4,8.214949326737132,14.881216824496482,0.00014866537986599042,0.003982831952916856,101.77040993426792,79.37496796119618,99.54027223821998,-1.6872498808452576,Invalid : Charge Ah less than Discharge Ah
7,B0056,1.2832380205255955,1.254355350656822,1.3415273370258058,5.351626075610176,4.109525074397432,10800.875,2255.125,4.182721672287921,3.2763612830151634,0.9063603892727579,4,9.769197702391905,14.283153326557814,-0.0004335937119645688,0.0033833940444756854,97.7492351842144,76.79021322372334,97.72060076274776,1.8196714754722194,Valid
8,B0056,1.258161245103034,1.2196985843824182,1.3415273370258058,5.245319958564268,4.013259697318252,10799.625,2192.5,4.182344769550004,3.2909886989844854,0.8913560705655184,4,10.291842204886311,13.24625881226546,-0.0004471181642092948,0.003193837091397867,96.94294663181539,76.51124676895303,95.02066408287831,2.6999366798694524,Valid
9,B0056,1.222972573312771,1.2263368126588965,1.3415273370258058,5.1071879461842915,4.020810374443274,10799.468999999996,2204.312,4.184661948212183,3.2794542603639982,0.9052076878481845,4,8.323732630931694,14.598885928362266,-0.0001690239709735297,0.0036447178630478272,100.27508706405513,78.72845912097914,95.53781550638683,-0.5171514235085226,Invalid : Charge Ah less than Discharge Ah
10,B0056,1.2284822815926033,1.2246155595254176,1.3415273370258058,5.130549425245082,4.025025709385724,10799.359,2201.156,4.184813324617008,3.2868476373202657,0.8979656872967423,4,8.404020731628524,13.967206000860529,-0.00016095416906053336,0.003091345967449954,99.68524396931693,78.45213788567006,95.40372121629572,0.13409429009111307,Valid
11,B0056,1.2234977485586298,1.2103902928785586,1.3415273370258058,5.11827591804954,3.98146539125499,10799.61,2175.734,4.1869663265582115,3.290161981997732,0.8968043445604796,4,8.071552505671772,13.982199065300888,4.0892184645707094e-06,0.003618949013730167,98.92868984062187,77.78919024694233,94.29550128323335,1.1082199330623723,Valid
12,B0056,1.2165929906975188,1.2272337970290779,1.3415273370258058,5.080349817235034,4.028879579238033,10801.719000000001,2206.094,4.184675564073881,3.2830427761694354,0.9016327879044459,4,8.768596651850494,15.014735099158155,-0.00046862890379810045,0.00448505716919221,100.8746397861012,79.30319218511491,95.60769510747677,-1.3121938242434226,Invalid : Charge Ah less than Discharge Ah
13,B0056,1.2293222623437223,1.1897400794400856,1.3415273370258058,5.129810681803651,3.9239565440878548,10800.703,2138.234,4.183843355814341,3.29887511877089,0.8849682370434513,4,8.644531867407032,13.621455677365171,-0.0002429518202615107,0.00349880251066451,96.78016219862701,76.49320389165287,92.68674562876122,2.9209494787155563,Valid
14,B0056,1.1936935919154537,1.1836932900430979,1.3415273370258058,4.9841473869016575,3.900099235010512,10801.032000000001,2127.375,4.1847381622559405,3.2955632889111817,0.8891748733447589,4,8.62480311779888,13.915592591501714,-0.0002223894280377083,0.003556786389949467,99.1622387905837,78.25007834358942,92.21567027340035,0.47107535536086687,Valid
15,B0056,1.186319382244237,1.1884636879849455,1.3415273370258058,4.9540645150279214,3.908024489215353,10799.593999999997,2135.891,4.18495431130195,3.2885096990382654,0.8964446122636844,4,8.894375869839203,14.440674522048385,-0.00023436890760215382,0.0037243526535584797,100.18075282026093,78.88521591433751,92.58730830445002,-0.3716380310496703,Invalid : Charge Ah less than Discharge Ah
16,B0056,1.1877352681586575,1.2111358456767252,1.3415273370258058,4.967665691260785,3.9774173609675225,10801.593,2176.985,4.186924823754172,3.2842736264637216,0.9026511972904503,4,7.963118493184095,14.81686339400079,-5.1521604382626084e-06,0.004685772711127786,101.97018461482124,80.06612377247272,94.3535836020109,-1.766275297560881,Invalid : Charge Ah less than Discharge Ah
17,B0056,1.2149709901413857,1.2063266849250693,1.3415273370258058,5.069329793965122,3.9671319962915716,10802.094,2167.656,4.183631089894694,3.288856137700563,0.8947749521941306,4,8.49948627184228,14.872404134188123,-0.0003387483531171376,0.004419945055650858,99.28851756243905,78.25752431838855,93.97892575280545,0.3746578492054482,Valid
18,B0056,1.2089202425233776,1.2039813788110552,1.3415273370258058,5.043421754941683,3.9616134379843517,10801.078000000001,2163.719,4.183615246915277,3.2906227662492737,0.8929924806660035,4,8.754681428270157,14.338173356663557,-0.0003127855675326558,0.0035169674780430654,99.59146488423309,78.55011201676034,93.79621459179832,0.18271116100713414,Valid
19,B0056,1.2017614276902377,1.1598806640916772,1.3415273370258058,5.013314386257286,3.831639552088721,10290.687000000002,2084.313,4.183478954905874,3.3042009895340345,0.8792779653718399,4,8.899353270360125,13.273130070389875,-0.0004043903907613855,0.0034179293832368183,96.51505177037888,76.42926927926517,90.360546753185,3.4356678386133126,Valid
20,B0056,1.1699865866167478,1.1757817988289117,1.3415273370258058,4.884323481778486,3.869228914279685,10802.531,2112.469,4.184663271258582,3.2908319124045566,0.8938313588540256,4,8.602765424014077,14.492279030448683,-0.00019411984473474955,0.0037247546841415358,100.49532296168641,79.21729444649347,91.59932525284884,-1.2387784996638374,Invalid : Charge Ah less than Discharge Ah
21,B0056,1.1746391646270435,1.291400383072284,1.3415273370258058,4.912590496254838,4.2552981572431,10800.64,2322.0,4.186950582812035,3.295316642077653,0.8916339407343816,4,7.901723463258377,13.371011351715095,3.581815731732592e-06,0.0032092641240609467,109.94017754229341,86.62024975391637,100.60659540614674,-9.007270153297895,Invalid : Charge Ah less than Discharge Ah
22,B0056,1.298054960088618,1.2571316619132693,1.3415273370258058,5.424878487101571,4.157425240732341,10800.265,2259.563,4.185713013484268,3.307805995929224,0.8779070175550436,4,8.26070257745155,13.27397427770252,0.00026712627818873606,0.0031884113628819905,96.84733702087969,76.63628320186741,97.93688939558403,2.669706010562706,Valid
23,B0056,1.2628652484730538,1.2377314048818362,1.3415273370258058,5.2654506783888495,4.09702797141072,10800.968999999996,2224.266,4.182744726130482,3.310273185521208,0.8724715406092742,4,8.905172274288645,13.222923404873027,-0.0002999763021646875,0.0028035553698396633,98.00977629073195,77.80963533143093,96.42551164200674,1.5113777535772925,Valid
24,B0056,1.2402895103361005,1.2490292286088542,1.3415273370258058,5.170987820123354,4.117395685899003,10803.375,2244.703,4.182695556268421,3.2965464172582832,0.8861491390101381,4,8.737323740850643,14.117236767649958,-0.00030853122087424627,0.0031645677988752278,100.70465147047688,79.62493490848682,97.30566902431289,-0.8801573823061517,Invalid : Charge Ah less than Discharge Ah
25,B0056,1.2501675109861026,1.224734407627774,1.3415273370258058,5.210094580323922,4.0332051901708,10801.5,2200.719,4.182097610879786,3.293193968336814,0.8889036425429717,4,9.087067737540467,14.679109645286063,-0.00043656014989429187,0.005113860840298517,97.96562435554995,77.41136226974305,95.41298008217906,1.8926889421338302,Valid
