Cycle Pair,Battery ID,Charge_Ah,Discharge_Ah,Initial Discharge_Ah,Charge_Wh,Discharge_Wh,Charge Duration_Sec,Discharge Duration_Sec,Average_Charge_Voltage,Average_Discharge_Voltage,Voltage Hysteresis,Ambient Temperature,Max Charge Temperature,Max Discharge Temperature,Charge_Tempaerature_Rise_Rate,Discharge_Tempaerature_Rise_Rate,Coulombic_Efficiency_Ah,Energy_Efficiency_Wh,SOH,Capacity_Fade,Cycle Status
1,B0038,1.396739518199936,1.2275109342998907,1.2275109342998907,5.803522930438301,3.6616030689160173,9133.5,1086.969,4.1807904083961605,2.9854662649538755,1.195324143442285,24,28.89462899623344,50.574844619192426,-1.5694714701633503e-05,0.02232670569894109,87.88402692879052,63.09276473625446,68.22522459900021,,Valid
2,B0038,1.241183603226764,1.2028433982355369,1.2275109342998907,5.160074503933686,3.5890772170709466,8785.843999999997,1064.9060000000002,4.183073359961407,2.98581269665734,1.1972606633040668,24,36.79511039378537,50.494614573299344,-0.0012145153883695988,0.023569502492771052,96.91099649628369,69.55475573724529,66.85419959118279,1.3710250078174226,Valid
3,B0038,1.2151296524195325,1.1649736942570745,1.2275109342998907,5.053884059471555,3.4872712502873604,8769.0,1031.063,4.1839507229462525,2.9953972453532685,1.188553477592984,24,36.06109262946051,48.82582887237004,-0.0011132208501814257,0.02236859110355148,95.87237805755223,69.00180552721261,64.74939629596666,2.1048032952161293,Valid
4,B0038,1.1754725178029943,1.1503144152474345,1.2275109342998907,4.8920982690027515,3.4374844517532175,8357.422,1017.8910000000001,4.184908630401519,2.9903920230872565,1.1945166073142621,24,35.612621565064615,49.17997609608709,-0.0011345916078931272,0.02290938169109019,97.85974557681865,70.26605482424098,63.93463157579533,0.8147647201713326,Valid
5,B0038,1.1647907743900656,1.1443212119940487,1.2275109342998907,4.848743667671485,3.4128693157913976,8662.266,1012.203,4.185727150219232,2.984872743852413,1.2008544063668185,24,35.700570438745295,49.65033698167308,-0.001209534367859296,0.023309646731488134,98.24264040838273,70.38667229505992,63.601528524242546,0.33310305155278286,Valid
6,B0038,1.153457112009799,1.185039666055825,1.2275109342998907,4.810075833220098,3.5431396480236903,8362.312999999998,1048.7649999999999,4.18832437816277,2.991992163250072,1.1963322149126983,24,28.43045516039132,49.33670254120295,8.494071857665869e-05,0.02253063065090105,102.73807788058944,73.66078562740125,65.8646657363548,-2.263137212112248,Invalid : Charge Ah less than Discharge Ah
7,B0038,1.1984282058733375,1.171158093717152,1.2275109342998907,4.994405968400102,3.4986344728630066,8202.844,1036.188,4.186830861659038,2.989331841785706,1.197499019873332,24,28.590584510315345,49.28677112651579,-4.743788252366829e-05,0.022801511640764344,97.72451015233634,70.0510630292986,65.09312605867902,0.7715396776757757,Valid
8,B0038,1.186702665925847,1.1436521706241185,1.2275109342998907,4.938417142096343,3.4209838866488713,8377.407000000001,1011.562,4.185244780719077,2.993310556165624,1.191934224553453,24,36.57924679172488,49.046230598154494,-0.00128253744935919,0.02309236583490545,96.37225932511568,69.2728821445139,63.56434311395083,1.5287829447281922,Valid
9,B0038,1.1558637345012313,1.1496418688918781,1.2275109342998907,4.812561071275994,3.419145219012637,8319.578000000001,1016.8910000000001,4.18598530075974,2.9762522032225625,1.2097330975371778,24,36.24431228041573,50.57564220391133,-0.001292314029477748,0.024252300973052605,99.46171287984583,71.04627179528116,63.89725135792603,-0.33290824397520424,Valid
10,B0038,1.1622220748543806,1.1333864008123389,1.2275109342998907,4.838496361595519,3.375755621075392,8443.796,1002.391,4.185762820033741,2.9806423894185547,1.2051204306151861,24,36.60113933453388,49.712510374416055,-0.001230389211189121,0.02370441146329695,97.5189187448832,69.76869194053128,62.99377023226015,0.9034811256658841,Valid
11,B0038,1.147655175347909,1.1398792148938068,1.2275109342998907,4.779259268028001,3.3822043952860055,8567.75,1008.1410000000001,4.1865414980932165,2.9694444997684646,1.217096998324752,24,36.995874132109336,50.91156913823362,-0.0013194898370462592,0.024352354910380763,99.32244801216143,70.76838073866533,63.35464172155597,-0.3608714892958247,Valid
12,B0038,1.1511299889508195,1.7749480581134156,1.2275109342998907,4.802726841486465,6.407202013990338,8567.188,6335.031999999999,4.189224211808029,3.6110720869385693,0.5781521248694599,44,28.67314007197691,49.38253881281396,-7.949409934999636e-05,0.0031658067645970183,154.19180067849382,133.40758751141632,98.65185436039651,-35.29721263884054,Invalid : Charge Ah less than Discharge Ah
13,B0038,1.7944847894606912,1.7982039550289328,1.2275109342998907,7.328932568190963,6.525841619286576,8931.953,6418.047,4.138347521628263,3.62953472259105,0.5088127990372127,44,47.6765392618902,49.12287510429383,8.232014707854806e-06,0.0005685649968266796,100.20725534092487,89.0421839547281,99.94442027242017,-1.2925659120236617,Invalid : Charge Ah less than Discharge Ah
