Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0039,0.7125053998152459,2.9920169984749423,7405.0,4.214637748085074,4.064610727372779,4.20844775456795,0.20623249998193854,-0.0010238055702834136,0.00010286616751133358,27.89289436489542,24.154145330816903,25.85184822539807,-1.9544421310889033e-05,1.4944672640908876,0.0310356741182354,0.36778933677140435
5,B0039,0.5618778909547423,2.3626062640830687,6581.5779999999995,4.214766871735198,4.10180480210918,4.210149125358295,0.18431246377890068,-0.0009867384276797274,0.00010202078438783122,28.308531875092275,24.169804572106425,25.94880441410874,-0.00043139793675855086,1.492213330069544,0.030026152372599,0.3249415919620972
7,B0039,0.5652926298958847,2.3768371033428295,6627.718000000001,4.214693406074585,4.100720438592983,4.21013916007837,0.1802041482611338,-0.0009528493975791482,0.0001011694191947181,28.589252959577436,24.173324839134978,25.99797059270812,-0.0003760726159440663,1.4917333550113154,0.0305077340830586,0.32357782041829714
9,B0039,0.5673235166455882,2.385235355278785,6671.063,4.214612835823146,4.098174885534415,4.210106768128674,0.1778711882604837,-0.0009587291735352816,0.00010176132586670732,28.80714286935244,24.18972076043751,25.989246021460914,-0.0004052388305697577,1.492195720476624,0.0314225058447219,0.3231175358804306
11,B0039,0.5596229329048084,2.3530294672108703,6593.735,4.214709108587287,4.099941815403019,4.2101896745772445,0.17625358630549834,-0.0009055439436088525,0.00010350835241500417,28.844751541211828,24.12551891528498,25.959751170363724,-0.000417055307586205,1.491437227741948,0.0296848430067797,0.3218040212704928
14,B0039,0.55553121384548,2.3371467230623124,6768.219,4.214681538427754,4.115575320979156,4.210787462290913,0.1766085948704721,-0.0008939714012590906,0.00010115675009301678,27.12633574486719,24.11982656266351,25.70409991804527,8.296326794936907e-05,1.4927015225406746,0.0323730032568541,0.3090711592599524
18,B0039,0.5515771234603737,2.320402895292224,6698.735,4.214558016785386,4.114470939141335,4.210719132610841,0.17104150445590982,-0.0009729514690030703,0.00010128596289248591,26.85129318247529,24.12596741012945,25.68205618190811,-4.466769240575653e-05,1.491373712631492,0.0294393854590053,0.30975076975440363
21,B0039,0.5543069162566328,2.3307018354246822,6549.672,4.214723402875752,4.1000138342229135,4.210161150709571,0.15841566954629346,-0.0009000052538083007,0.00010042813404529343,28.885108817551654,24.140806324200693,25.967390529874976,-0.0005123311378480615,1.4918316203334916,0.0287459773859288,0.31672330607513005
23,B0039,0.5513556054683955,2.3183357827314994,6562.516,4.214669937282972,4.100651130968022,4.210221268464131,0.15899352968996885,-0.0009038399386821871,0.00010053511418201887,28.89058404679197,24.169043465826302,25.98601801316467,-0.0005972157812259353,1.4936651209491203,0.0309016968602831,0.31670654695085254
25,B0039,0.5536322844736875,2.327838532031282,6544.218,4.214773574496782,4.098733677101152,4.210209585575373,0.1576978918428042,-0.0008758149278480419,0.00010176475193397701,28.6122087103012,24.11394962817377,25.988503245188596,-0.00040932234654622346,1.4918381056265593,0.0303219341840389,0.31914623064329717
27,B0039,0.5459477632476583,2.2956397695389037,6504.844,4.214683414358574,4.1005568521965925,4.210257389539308,0.15480219381077315,-0.0008520424303610596,0.00010182737143883504,29.02951510769504,24.14200998600669,26.00012451564871,-0.0006021330329764773,1.4926693092321288,0.0323050962849367,0.31628817264066683
30,B0039,0.536848996441044,2.2587651592314866,6710.0,4.214656624095802,4.119155600806075,4.210897453281096,0.16034405447584402,-0.0008027928771690402,9.929901589820304e-05,27.23975918925982,24.128119308618484,25.726524249716135,4.7863400250385954e-05,1.490353699536072,0.0309318692862465,0.2989981939007401
34,B0039,1.7691842523139223,7.202515560375133,9362.187,4.214607419064385,3.253453668720137,4.141116962472143,0.1529848847942253,-0.0007230930172457597,0.00016935977622345387,47.21343671611138,44.36903561835061,45.47350943273078,9.8415238566455e-06,1.4981761923637065,0.0299360628904622,0.7161060728225789
37,B0039,1.7750483897440243,7.209339179985426,9327.343,4.214730449121824,3.0444478107520148,4.135759657376328,0.14600294342537318,-0.0007514319183681151,0.00019272439837038726,47.53868573873631,45.02358433831196,45.61036146240377,-0.00025275391396846237,1.4938260890932862,0.0303245102081832,0.72085174377292
39,B0039,1.7732024542916913,7.202156075799121,9278.172,4.214714628940151,3.049448074081725,4.1357190063832805,0.14321915471616264,-0.0008754430063215216,0.0001926963337541454,47.43691994373169,44.983174798388745,45.582730197191886,-0.00024772417770978266,1.4945929168545498,0.0304195391289327,0.7230495878246395
41,B0039,1.77358042489078,7.203828608297182,9323.297,4.214630239350461,3.043594431150628,4.136089481061729,0.14113780543671897,-0.0008414190431686923,0.00019277255569644312,47.43721600284037,44.96683778411052,45.56357096568022,-0.0002478300750265172,1.49699178082833,0.0306410822677903,0.719701411783917
43,B0039,1.7758716725485284,7.213542475476362,9312.344,4.214608089826396,3.0332599281604398,4.135986841189013,0.13715579668327652,-0.000741670329964439,0.0001934441635022408,47.44021480706273,44.97575922367152,45.614009024739396,-0.00024470751219212393,1.4940457559836977,0.0319287959119456,0.7217021453996506
46,B0039,1.7762770303636755,7.227088491609551,9371.578,4.214707019039124,3.2286989428749293,4.140321068585,0.13772071694671026,-0.0006943863428167384,0.00016918723102973465,47.2213399482767,44.42679891121422,45.566028029373285,8.47530660791651e-07,1.4951557089854637,0.0284822768767967,0.7133953588398761
50,B0039,1.7744281198064575,7.217206551751394,9307.0,4.214703430790045,3.212835384129755,4.139361009591723,0.13551679489175847,-0.0006842129289923405,0.00017178489630555768,47.268311966019546,44.46990248001145,45.5489407640166,-1.7939150119384624e-05,1.494112897207788,0.0305581925362247,0.7178926580645033
53,B0039,1.7756380175699389,7.211719378622584,9346.703,4.214606601712171,3.014617468206012,4.136330606193291,0.1317135264200742,-0.0006691880973324071,0.0001939583693461726,47.50082132192769,45.00252231228594,45.59202968557706,-0.0002481791882484597,1.4950974823977123,0.0301266714074854,0.7174540331430946
55,B0039,1.7745875003183775,7.208920726681488,9284.016,4.214705859576771,3.026106851636634,4.136651935407327,0.12991099210326781,-0.0007259980723638133,0.00019329542128180142,47.41612159669902,44.97824861762766,45.590301217978364,-0.00024195527002836696,1.4976995153533823,0.0305509286700463,0.7194752922952712
57,B0039,1.7776646548902375,7.223522708481663,9268.562,4.2146185607557785,3.041330950227321,4.136882586280656,0.12830548770185007,-0.0006452811969777614,0.00019211877187092497,47.37016077709854,44.94701570616385,45.64487504527196,-0.00023936088214498183,1.4947344524409365,0.0320419608084818,0.7224990008927314
59,B0039,1.7721620933211326,7.201171908807365,9363.86,4.214632623427743,3.0369483314364305,4.137803623495637,0.12614468697411488,-0.0006802222625098338,0.00019036949079034057,47.34520975247255,44.9360240127823,45.56976087182509,-0.0002368620083604226,1.4994080400983132,0.031180005248367,0.7139234778254728
62,B0039,1.7797279446184895,7.245550899913937,9452.233999999999,4.214628113856506,3.240614069904652,4.142292705852263,0.1244236005493795,-0.0006564208909931831,0.0001647840276092275,47.14344929515081,44.36684134884459,45.60057057934588,-1.7731644800848896e-06,1.493774054638614,0.0328376303333164,0.7083439316698091
65,B0039,1.7714666083707213,7.200137005055655,9389.780999999995,4.214706935959305,3.0468831477117417,4.139426217003789,0.12250571324480795,-0.000671738344316003,0.0001869591410762174,47.42373850903198,44.98111178829015,45.607918866729776,-0.00023943528137333587,1.5001836618446736,0.031641042455712,0.7062095013673798
