Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0047,1.5424130784452972,6.421848056704469,10800.719000000001,4.214594585505835,3.746592135437914,4.193957462327417,0.04115090378120997,-0.0004447159937755284,7.091135660561706e-05,8.793624097800858,4.358202275987088,6.279369755500541,-2.6893429798038737e-05,1.4943144350434685,0.0513092178491421,0.5211130919511436
5,B0047,1.5386554481874626,6.381546583636602,10799.499999999995,4.214574140334718,3.5004387247784714,4.188081937989222,0.038766735869565826,-0.00044180536095830847,9.333441253659895e-05,10.111283180421529,4.161258444205254,6.412044920003406,-0.00037819242867260383,1.4959111231788296,0.05189618883231,0.5190082395869838
7,B0047,1.5223456339071366,6.322247088103047,10805.188,4.214573442739502,3.503588602404072,4.1902360748853535,0.039121965672829453,-0.00044922934094352265,9.349976411645905e-05,9.33563388775632,3.948084866830133,6.26199469282396,-0.00047347527288724633,1.4934226098552212,0.0545497424316522,0.5138486197772852
9,B0047,1.504613327709286,6.256810465930392,10803.203,4.21468419824127,3.548689832454951,4.19247422277502,0.038562365643280416,-0.0004593194910059332,8.879346249130353e-05,9.57443732911226,4.02152139767389,6.2493732963463495,-0.00045270339036026304,1.4941138234992282,0.037817254218696,0.5076921119016371
11,B0047,1.4877489997696347,6.190990803435905,10801.578,4.214636526179533,3.568312735520001,4.193659353725857,0.03806922296926253,-0.0005207230473286512,8.671716523120763e-05,9.916307881891058,3.6145400626700046,6.212611628219624,-0.0004673867772884745,1.495550265029558,0.038987150373394,0.5015905376925559
14,B0047,1.468240813237726,6.135366693090272,10802.453,4.214551087827655,3.844852953739455,4.1998660276722015,0.039997844586962025,-0.00043291542603634024,6.118230125193405e-05,8.878068239463989,4.009093170087366,6.092680831410218,-0.0001137020864046056,1.4935340816098963,0.0548578933143564,0.4948901054891299
18,B0047,1.474340903822061,6.149629925998546,10805.875,4.214562334215193,3.837606047043873,4.196697739381696,0.03905520381233662,-0.00042070031226710305,6.127654557279884e-05,8.54999351511764,4.24012344593987,6.187941601645766,-1.5015811774334814e-05,1.4942369835524285,0.051625881928307,0.4950265028279076
21,B0047,1.4595342380315155,6.078353394497277,10801.75,4.214628427741857,3.642430222399048,4.194941249173874,0.03690420729849368,-0.00040475879944999195,7.910865416624305e-05,9.85262243662614,4.264232009410829,6.423662168103268,-0.0005057607216305294,1.494290898354415,0.0522983672172548,0.4921227157157961
23,B0047,1.4378180627736672,5.990442638024192,10799.906000000004,4.21456564331092,3.672240324003893,4.195688875675097,0.03790375876869712,-0.0004216759328467076,7.697207245476061e-05,8.843846452133024,4.270129346416238,6.330067051255506,-0.0003095683898832232,1.4930759462299237,0.0533272700187613,0.484786563160406
25,B0047,1.4223326553809388,5.931185801271184,10800.609,4.214592980625481,3.678951164793877,4.19712709240631,0.037005148907733425,-0.00041121484427708685,7.590377782469712e-05,9.756335639720264,4.270334796625638,6.351692954028295,-0.00047833944475053733,1.4942089666961949,0.0564771473069511,0.47954327994570073
27,B0047,1.4076755368389247,5.876085892244096,10803.594,4.214631128590447,3.6988819041938825,4.198946534961998,0.037796773597627724,-0.00045668218383162644,7.459766064537535e-05,8.756661590038076,4.2198817067608,6.297770355017715,-0.0003071932735663255,1.494979279435882,0.0568004958577159,0.4736497909373526
30,B0047,1.3900468360027807,5.814764605760443,10801.141,4.214615829876236,3.920436713297322,4.201588560135229,0.03975672032516308,-0.0004168194899392979,5.3894475502489274e-05,8.489081034047558,4.036723977902577,6.119653520557479,6.924271384606861e-06,1.4934694530460455,0.0566084995924928,0.46694262177025586
34,B0047,1.4512229446178124,6.0699869622186045,10802.641,4.214562251074727,3.865884272564612,4.201338146711597,0.03978475865551453,-0.0004581742951529655,5.984297058312823e-05,8.875067965433193,4.214653464091245,6.244793308265333,-3.475874598896318e-05,1.494794799850116,0.0589424063680631,0.4883063950041112
37,B0047,1.4293622613957222,5.964670327882902,10803.702999999994,4.214638123389504,3.682656811289896,4.198351184239136,0.03661321740323389,-0.0004665573548422655,7.577138255827613e-05,8.96959105656794,4.308927722820515,6.32488692633049,-0.0003852390244911027,1.4954784447798533,0.0558837174825258,0.4806654509845675
39,B0047,1.4072322864169768,5.8754707117469875,10804.438,4.214584490663374,3.700280071953373,4.199172453723252,0.03663772731810772,-0.0004474033362838012,7.414940858811474e-05,9.075082646966171,4.1749775663201065,6.339994013784572,-0.0003580188640614914,1.4942448128969463,0.0583926648941055,0.47288792345686426
41,B0047,1.3923460227730253,5.814437612335098,10800.859,4.214632298643419,3.696230542797801,4.1996262992249065,0.03702147449299509,-0.00045940036531628026,7.482909297807474e-05,8.941890981541803,4.278450437353351,6.361286582010608,-0.00025693797461665533,1.4934490222119414,0.0591151976961871,0.46833903317117476
43,B0047,1.3719325243818785,5.730654122425849,10805.218,4.214638081383685,3.731990313599815,4.199967401210149,0.03695112765450324,-0.0004736146164511457,7.121259064782879e-05,8.725131831338851,4.111647670733155,6.273597775502848,-0.00039277949802558285,1.4941953973715036,0.0570948445610826,0.46088709728315075
46,B0047,1.3511683345592764,5.665562396763725,10802.516,4.214698361019494,3.940552283720882,4.205264038663338,0.03894140750295052,-0.00045482535127588594,5.244310007691605e-05,8.527927995096366,3.948708524607122,6.072719216922994,5.8744835317726215e-05,1.4936935061835013,0.0609920835044764,0.4538796485142289
49,B0047,1.3471362067044101,5.631341458404741,10803.203000000005,4.214551167502196,3.754912816843393,4.201151463367971,0.03589314557571472,-0.0004453991666888451,6.865866965122362e-05,9.210221296145177,4.0929721509161245,6.205950155934095,-0.000417170768910749,1.4930387621896184,0.0514690774559111,0.4529824612369037
51,B0047,0.7035693449797904,2.950346199379603,10471.438,4.21463256233266,3.975123233631772,4.20852598327825,0.034173771995330525,-0.0004247469508980511,4.781962421755092e-05,8.229513715800891,3.8343728260193375,5.673459214700041,-7.338192006960471e-05,1.4928240697083386,0.0264520294069639,0.24381684987424834
53,B0047,1.3250708561044773,5.542172063283485,10806.219000000001,4.2146089830476,3.79363458192171,4.202122847134297,0.036694904554363694,-0.00042288899207038825,6.549333530451342e-05,8.682117686665979,3.8717700782404463,6.132707190164355,-0.00024830143933416636,1.493224506718615,0.0544949003678501,0.44516279653442553
55,B0047,1.3157367434766745,5.501164746422287,10802.328,4.2145701138882,3.784731151282648,4.201566495887053,0.03576729558209495,-0.0004089080051472338,6.554202657557246e-05,8.793270946840952,4.099798705014385,6.252406997560654,-0.0003550286508156995,1.4921146576500417,0.0514826523361078,0.4415034917043461
58,B0047,1.3009013586240208,5.459151402555953,10805.781,4.214594542819639,3.968446242238663,4.206324817429195,0.03901214219288752,-0.000462602353788951,5.00549056493369e-05,8.672791913113644,4.128589540688605,6.057385992834997,0.00014760633190225077,1.4924555898866,0.0601123396898913,0.43528859946411047
61,B0047,1.2979612821115236,5.4327092628694835,10806.172,4.214642305113975,3.801005517752603,4.203188267832114,0.03566961289064015,-0.0004434033105517517,6.427707758979988e-05,8.709876681685477,4.173491088834113,6.208505491068572,-0.0003540130929369936,1.4929349540993282,0.0567150236119827,0.4352073213118306
63,B0047,1.2896292047069804,5.3945602249646,10805.906,4.214654888738114,3.790258056397304,4.20236974168199,0.036397062878709446,-0.0004162781423083935,6.588400914557691e-05,8.66228512118762,3.971447736247994,6.18109202177717,-0.0002504185168422507,1.4932260701942035,0.0513626826168165,0.4332860018945906
65,B0047,1.2740123215470591,5.33153741491038,10806.203000000001,4.214572969040827,3.807302785633473,4.203024332057258,0.03527227371788226,-0.00040541631251755916,6.347674695365377e-05,8.975497104722276,3.8808930257906495,6.134283559231998,-0.0002772747787717,1.4931244953928722,0.0533468546999086,0.42720849393683413
67,B0047,1.2622849416408852,5.285429029457423,10802.125,4.214585091371196,3.807903522407336,4.20366325956499,0.0348837990323588,-0.0004565106549094167,6.33277335670275e-05,9.054061492713696,4.011640578029577,6.139440188105293,-0.00037665019743025885,1.492534241760627,0.0632304283528226,0.4231596966665936
70,B0047,1.2520037332289493,5.257248130682683,10802.282,4.214660561700371,3.968682043743701,4.207342783519101,0.036718738462926004,-0.0004909598919288317,4.906621120811088e-05,8.576939986227508,3.826451623204598,5.997268646208593,-0.00016821315078627202,1.4929560482485842,0.0621325509644751,0.4187371231483455
