Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0053,1.486471799243933,6.219753170205032,10799.562000000002,4.209764816421814,3.959842410409151,4.197761482356577,0.06630573575917545,-0.00040585552784118357,5.2641758842170646e-05,4,8.673289590900279,3.741058979196356,6.43966426220139,3.3320117506747116e-05,1.5133432126606925,0.0557146289113878,0.5053438783736819
5,B0053,1.4208019613320433,5.921665113980191,10803.718,4.209129849051724,3.774262667202522,4.1923689828957444,0.05731687934172034,-0.0004937985761152098,6.820983361556473e-05,4,17.66594550698513,3.719579236844608,6.8886211682615235,-0.0010753001239537925,1.5142324401055327,0.0482915929172156,0.485999038716834
7,B0053,1.3983862001168321,5.828701526646878,10799.453,4.209766012957835,3.7801915663648296,4.192716474262403,0.056389812891244014,-0.0006054259279586899,6.745433624293503e-05,4,18.21037292029024,3.781012045518425,6.89090809950256,-0.0011541610240229858,1.5145883355017649,0.0397042084964644,0.4779247356286956
9,B0053,1.3827244940693868,5.76480116819892,10802.594,4.209689383569422,3.78786080195832,4.19325579859871,0.055837750155865444,-0.0004105569640143942,6.638315985460097e-05,4,17.93836710209922,3.6410441967003937,6.8838237366968125,-0.0011239018185918086,1.5146566233843537,0.0462418816236477,0.4715743355755325
11,B0053,1.374320123324757,5.73017433201594,10801.016,4.209607195004086,3.788102087642657,4.1934252797338685,0.0555206931433559,-0.0003653657343728642,6.657640425360388e-05,4,17.867125496243656,3.693875571028686,6.873969375783887,-0.0011269631250043009,1.5149304791508733,0.0462644354255796,0.4691813349980921
14,B0053,1.3712313566527732,5.745967797065497,10801.032,4.209914366084566,3.978972819192786,4.200397131553518,0.06267096590657882,-0.00040783853041852735,5.0528288830326655e-05,4,8.589622781383888,3.7303914553447264,6.397000783379319,9.303648657791678e-06,1.5133006883893216,0.0384245748101354,0.46605211339405017
17,B0053,1.3872162906995924,5.783846191142237,10799.688,4.209604966286798,3.760761205093366,4.19321549709677,0.054415140174096245,-0.0005378926805264914,6.933546906926857e-05,4,20.0268600592557,3.607021689034781,6.911765375619073,-0.001351973449626525,1.5134689478182966,0.0484067286368433,0.4737550313578713
19,B0053,1.3766935293511966,5.740009030575941,10799.61,4.209734875457956,3.762829407176605,4.193456412551757,0.05437437781119964,-0.0003763773877674985,6.883056826892302e-05,4,19.968914713132317,3.731887401178605,6.8947006773730175,-0.001248971466743612,1.513927188985046,0.04380883954522,0.4679305499186085
21,B0053,1.3651880546209365,5.690612149097705,10802.687,4.209900773100315,3.770914024393075,4.193247518722152,0.05365623182670708,-0.0005450682131328918,6.766006765320988e-05,4,19.76495895458828,3.6735443816533553,6.906638406267928,-0.001296992102858541,1.5131134681341152,0.0471089889045385,0.4629265415008364
23,B0053,1.3580979587007187,5.66392295809431,10802.594,4.209719804822068,3.775260374033498,4.193880656060384,0.05290046214138252,-0.0003775315330500292,6.748735008701098e-05,4,16.41187627074221,3.712590284694196,6.911236476974342,-0.000996917605562207,1.513952969965809,0.0483235278485526,0.4630079322621396
