Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0033,1.8736180026621654,7.75842426251488,10799.593,4.209411224532954,3.722444438968697,4.1751201928372605,0.31006805497357914,-0.000906793454320872,0.0001327397038539903,29.248668936056312,25.44024466706257,27.00270947771453,-5.346386557724907e-05,1.5147872839464025,0.0337378225767001,0.6600783784611958
5,B0033,0.7415724750751149,3.117694705765255,8779.125000000002,4.209881849428991,4.120541207684407,4.205279187905047,0.32419634842320966,-0.0007527057291493123,0.00011913482998077878,27.83350893576499,24.630314170736685,25.64210451801994,-0.0002763625623525538,1.512386147929767,0.0206387394147507,0.3236085660465331
7,B0033,1.203061135454506,5.030318717908211,10305.406,4.2096139101069445,4.020632084726398,4.197855476082214,0.31876904426776853,-0.000635377635419808,0.00011315877093147181,28.349790188142716,24.483529136845657,25.711549062071903,-0.0002625820949846869,1.5143925081486354,0.0206579866679658,0.45119908033642125
9,B0033,1.3051292808912731,5.450510009338143,10641.719000000001,4.209180209833066,4.0075386486077145,4.19572276637167,0.3137389148510625,-0.0009159271518182902,0.00011161591650433215,28.202231824821716,24.322240239686263,25.604842068570626,-0.00026360177208274797,1.5135098722556084,0.0202197139841562,0.4734862421233504
11,B0033,1.352907797712082,5.647932668056171,10731.015,4.208894476429297,4.002025781311587,4.195184440724157,0.3061517423337091,-0.0006013328044749151,0.00010854367321349376,27.91186860161207,23.82601361874826,25.286451465218615,-0.0002809585626997168,1.5147204310154103,0.0206385056072962,0.4800540370523472
14,B0033,1.3825670712178117,5.773011984221924,10802.592999999999,4.209906115632094,4.0034373276458375,4.195315102264694,0.3059522904333494,-0.0005950950649048203,0.00010954805042968308,27.373762514812015,23.87168830198688,25.077394315045968,-7.857614138036801e-05,1.514035284607968,0.0206450412737867,0.4881575964268978
17,B0033,1.3482967549890892,5.630189925501092,10728.125,4.209665359075645,4.004265941349822,4.195681976986275,0.2970978191252271,-0.0005412735353921399,0.00010839520468605644,27.6829828625894,23.787048330771693,25.115573898928815,-0.00024557998512978694,1.5132425192475003,0.0205287639368505,0.47595407009590973
19,B0033,1.8351141108499767,7.583567536511076,10802.656000000003,4.208888561070802,3.7763089756866433,4.172713101592688,0.2537019126273,-0.0005307940966636964,0.00011917896229119894,27.840784814373432,23.82516046515441,25.331479345800677,-0.0003635099366780602,1.5135680053165457,0.0325464035904304,0.6385371909027331
21,B0033,1.8011025092312236,7.438292900850609,10801.047,4.209657189299307,3.825689482935827,4.172234313685849,0.245240992482725,-0.0004787852217588806,0.00011308430125226553,27.61924795678449,23.785544097954062,25.262820474525327,-0.00034787220142078846,1.5133455121283617,0.0312507621222312,0.6271087016773086
23,B0033,1.778525563300722,7.343581788867857,10801.733999999999,4.20979606507439,3.8478955085628903,4.172355201744296,0.23666150317925852,-0.000454851705761424,0.0001091379996059505,27.43893720648791,23.757161184123344,25.17121998266954,-0.00033414569960037215,1.514158200180321,0.0305244385676767,0.6181428954583156
26,B0033,1.7610596038787871,7.277971712669003,10802.562,4.209709020454025,3.874022564126425,4.174301875979166,0.2340067059704648,-0.0004444468806090038,0.00010704065783282816,26.933417609894573,23.905412716734137,24.930444975672522,-4.749903753937439e-05,1.5143927697532105,0.0293723024185536,0.6128810132204214
29,B0033,1.7700940016063325,7.300393080919228,10800.0,4.208904914100466,3.84621429125931,4.170778939509101,0.21369188139016684,-0.0005491881604317901,0.00010442110278503688,27.5840511671246,24.16337387174768,25.4483891951022,-0.00031337849395550726,1.5137467774422844,0.030998892739428,0.6149850962914978
31,B0033,1.7648322142824597,7.277346172235341,10802.203,4.209693003479372,3.8485721821829286,4.17054305108711,0.2096374082401722,-0.0004188577427904139,0.00010317415239067683,27.38119933450065,24.257572029614952,25.40163728958822,-0.00028482358697875403,1.513837744446854,0.0315514728524593,0.6121322406156283
33,B0033,1.7653284976532821,7.278168457406711,10802.0,4.209822097877952,3.84763782226205,4.170262097206559,0.203527007502005,-0.00042207811523830105,0.00010226237483535678,27.355187988091284,24.374730406144177,25.444862399042076,-0.0002645791547031836,1.514028235308089,0.0335249263055218,0.6117777762369672
35,B0033,1.7506169237283424,7.217519847991817,10801.515000000001,4.208946343692961,3.851486782638311,4.170539786509682,0.19451175615619232,-0.0006279500211604712,0.000100189275909346,27.288391981252264,24.418236860362963,25.411012259748908,-0.00024974096860271597,1.5128495703193017,0.0316759745636844,0.6073188355564132
38,B0033,1.7597368116187753,7.255948287214108,10800.5,4.209904291307641,3.8598304679760314,4.170617859100623,0.2011115489775096,-0.0005214282924556714,0.00010212511032411185,27.9477554676608,25.429769320852014,26.263180994987042,2.7591046971667723e-05,1.5135243406012011,0.0338522382361826,0.6088491342358564
41,B0033,1.761608831318683,7.252510633217513,10803.094,4.208915576943802,3.836693640739461,4.167963964944509,0.18955347109522647,-0.0005209536685387187,0.00010178118159774058,28.77908313327428,26.300430082063063,27.158480035783626,-0.00022232062501635093,1.5133516815525097,0.0301468938587023,0.6112017727863275
43,B0033,1.7689020080859665,7.2788222373499165,10801.530999999999,4.209815964960346,3.828792248243159,4.167002363505364,0.18474777688721702,-0.000608203735492596,0.00010162936134090744,29.587400920237503,25.33870543155344,27.156173461764684,-0.00039057301672763806,1.512491317430957,0.0299606478063126,0.6135219810574374
45,B0033,1.7358414457197382,7.149591258919102,10801.735000000002,4.209790279804115,3.844685552466382,4.169485843298467,0.18331993794924883,-0.0004096290679587201,0.00010002785032714088,28.02462312003108,24.48757487249503,25.811927095353454,-0.0003244836016473235,1.513303268812329,0.0215101589238569,0.60071199635123
47,B0033,1.7223017096255244,7.09680640406169,10799.828,4.209859327962298,3.850895640094461,4.170516931387815,0.18047177367375952,-0.000492518590571726,9.887347316272863e-05,27.508446273603877,24.196110717206984,25.437106268839862,-0.00030361602952483103,1.5159009103038472,0.020420065602873,0.5949519034482968
