Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0044,1.683715703467958,5.810799604560608,3031.235,3.880030415838191,2.738779075098879,3.4511788744760876,-9.459367649097377e-05,-0.03218739956229266,-0.0004747089766640671,22,37.57677229520556,22.91634723884532,31.788579252035078,0.004836452817534846,-1.9895903681955256,-1.9964791277692224,-1.9934844689426632
4,B0044,1.6596237920692651,5.749270556499526,2987.375,3.9061820306472073,2.7367379235916176,3.4641811501104747,-0.00010494669499364793,-0.02940538372530595,-0.0004829985458362176,22,37.11371774486848,22.533692340728965,31.14184734344677,0.004880547438516931,-1.9898999644878448,-1.996937518623866,-1.993666582435299
6,B0044,1.6505575082470174,5.716659641961635,2970.969,3.9092407488670102,2.701768691461676,3.4634478829336066,-9.054822785405523e-05,-0.02860130656115902,-0.0004963563462716025,22,37.03990122484458,22.267340492625387,30.85758978781837,0.00497230389553684,-1.98932680597478,-1.997287749488606,-1.993648706909817
8,B0044,1.6423383232374145,5.69185982441765,2956.031,3.910735070813747,2.7036662839980385,3.4657130341274005,-9.449246522278754e-05,-0.02827227750931257,-0.0004981502944746782,22,37.031790578982296,22.17628937627036,30.84021280335762,0.005025488975830069,-1.989575127554978,-1.9967295286630409,-1.993671372577205
10,B0044,1.6327678320730592,5.670331421027052,2938.828,3.9138844142303393,2.742336175342784,3.4728406512670746,-9.227481065299663e-05,-0.02781139873919269,-0.00048805904794653964,22,37.55880059009465,22.546755645299037,31.236677608229375,0.005108174056050784,-1.9907023143288864,-1.9979913128709892,-1.9935439856620867
14,B0044,1.4545260709888619,5.124066284086568,2626.781,3.916774145295845,3.289658492617856,3.522030996333175,-0.00010248655879924369,-0.027320246202464326,-0.00033793021908721437,22,35.59949904890386,23.142188482943855,31.014934965313586,0.004742424498258516,-1.988759607188454,-1.996209551562781,-1.993422516824369
16,B0044,1.6238563811876132,5.644406111964292,2922.687,3.918525017907233,2.73197678638788,3.475914406575908,-0.00010113352276323695,-0.027173488578307373,-0.0004949109079780207,22,37.41727476373435,23.112936103293347,31.396777642997414,0.004859360312182661,-1.989821194041191,-1.9967897857151824,-1.993513026883859
18,B0044,1.6130253910727066,5.605033311473466,2903.078,3.917723212579828,2.7507751496918345,3.4747856992603467,-8.302288590815603e-05,-0.02710193004427436,-0.0004920605991176783,22,37.124797984832064,22.703448841356167,31.036045163884594,0.0049676065002304095,-1.9905164620265623,-1.9971940723453785,-1.9935259377455021
20,B0044,1.6046602114089699,5.5710504223326485,2887.859,3.916579239658247,2.7357706443318746,3.4717886308393093,-9.454547399495091e-05,-0.02703071604093197,-0.0004992934551087127,22,36.80308774571381,22.38644767222534,30.807217576163673,0.004992155113351611,-1.9896434585134744,-1.9966888809490444,-1.9935172331082083
22,B0044,1.5973714564342578,5.5433540671634685,2874.516,3.915934653323527,2.7285174627965114,3.4703375274551314,-0.00011109639636562107,-0.027061271137812,-0.000504550773395775,22,36.71090377209387,22.1527703484738,30.576628820745256,0.005046470595960607,-1.9901394642640235,-1.9967525939808977,-1.9936320758519297
