Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
1,B0007,1.9080121219260469,6.765884397945426,3431.281,3.985606342809332,2.3538967398841746,3.552058986441644,-8.698811775872371e-05,-0.01183156825958647,-0.0005218896249483858,24,39.88241058701597,24.004256709194685,32.331393860425514,0.004627471162467103,-1.9863088983140984,-1.996867242177128,-1.9901760622020273
3,B0007,1.8975938078662884,6.7487522278015,3413.094,3.990235449772485,2.4021926768539363,3.562223705693492,-8.926500170288646e-05,-0.01276505929656018,-0.0005107124933602957,24,39.59105914429146,24.33439966863964,32.463851773904054,0.004470037882241689,-1.986114127091968,-1.994391196351152,-1.9897556504551557
5,B0007,1.8976149422981248,6.750816192774481,3412.875,3.992171003628991,2.3492365072077144,3.5632414683575093,-7.615865880075416e-05,-0.014271383669519851,-0.0005253016814684701,24,39.528716778427466,24.386208086936108,32.43001227530321,0.004436877615351092,-1.9865132926992684,-1.994681656822022,-1.9898662195375936
7,B0007,1.8867037628681316,6.724589196498696,3393.016,3.9932184631448537,2.5958862922576205,3.5695161393841897,-8.508465562125579e-05,-0.011351879842813394,-0.0004610090697184441,24,39.14034218385798,24.29762111655261,32.279157796947025,0.00437449191731055,-1.987116031470632,-1.9952731083659303,-1.9899306896763471
9,B0007,1.8853449142880336,6.719747135573433,3391.188,3.993959196749454,2.5899222964049224,3.5694606394082857,-8.22857490503646e-05,-0.011229904934374377,-0.0004624177015769201,24,39.08077322847405,24.19958303347765,32.18901597479816,0.004388193811430212,-1.985944669544411,-1.9935500451030048,-1.9896034205033843
11,B0007,1.886568306787559,6.723957957619325,3393.125,3.994485334951207,2.55419966689018,3.5695674750525472,-8.730152383232047e-05,-0.011178523219493492,-0.0004716745987371687,24,39.16870479991563,24.206336801069043,32.22561886269103,0.004409612967057385,-1.9857840259874375,-1.994104174576412,-1.9897927326423315
13,B0007,1.8858236440558542,6.722889117365304,3392.094,3.995564581634407,2.5114576876030243,3.570400649920098,-8.053149325291156e-05,-0.01163865295233115,-0.000483983776067605,24,39.22472585071952,24.31745713357695,32.29240472589004,0.004394709791987654,-1.9860268648377184,-1.993164510431567,-1.98961690390765
15,B0007,1.8873959494761852,6.728291781541279,3395.141,3.997744118874212,2.444101859033263,3.5703179396042617,-7.571402654459267e-05,-0.013383288080864196,-0.0005020963174733959,24,39.22754572425877,24.368962931176707,32.28431694694986,0.004376425837124897,-1.985134359835664,-1.9936540341331743,-1.9895022268553761
17,B0007,1.8865501790520294,6.722905857665838,3393.469,3.99796987295304,2.3765763773352133,3.569151859007825,-8.007389480072348e-05,-0.01508417713930467,-0.0005216470373782612,24,39.22537702752526,24.321748714864704,32.230596441229466,0.004391856331282401,-1.9850791859005144,-1.99377953803378,-1.9896547507925857
19,B0007,1.887057084457981,6.721616629246203,3394.109,3.997800988013825,2.301460314197946,3.567711113062236,-7.76614811313287e-05,-0.01671023376881934,-0.0005410386835936017,24,39.23762205171835,24.248988570457264,32.157974089655426,0.004416073108218116,-1.985632113085396,-1.99378312138298,-1.9896994570873772
21,B0007,1.875877718114869,6.6931139923551575,3373.703,3.9981524542953,2.592124100367951,3.5732013360872164,-7.886628001586564e-05,-0.01099614573859517,-0.00046446260877666174,24,38.894598769587375,24.12617739092985,32.026214022091594,0.004377510817833557,-1.984696294405872,-1.9942511729128332,-1.9898814603070671
24,B0007,1.8765618019535513,6.687412897007352,3374.531,3.99893240040308,2.349559609782665,3.5692577820647085,-7.802156640366535e-05,-0.015277270563744597,-0.0005312224938321859,24,39.40620277290451,24.390585282692143,32.301340953122775,0.0044496901910850315,-1.9869887051607007,-1.9938120330189373,-1.9900850861456094
26,B0007,1.8761005924182586,6.688243802464834,3374.094,3.999548720192844,2.375120846428917,3.5705464828001885,-8.424050881850664e-05,-0.01505528836713006,-0.0005240830254396313,24,39.26246181337617,24.41467918588333,32.253733944655174,0.004400524297038802,-1.986544266204604,-1.9942213710086447,-1.989815488363556
28,B0007,1.864846927697858,6.656194388072384,3354.015,3.998303074597173,2.6075541487600207,3.5745799845830635,-8.737188889386964e-05,-0.011004878342338861,-0.0004628387164741024,24,38.911323184781374,24.200443901075506,32.06682183554399,0.004386050534570021,-1.9857895294247243,-1.9939995868905829,-1.9897166793076666
30,B0007,1.8651478841738136,6.654371773388181,3354.468,3.999351739552784,2.5479623717612427,3.5730801111857793,-7.132016831176442e-05,-0.01093691905494345,-0.0004792436620228099,24,38.89643723661066,24.150533667572937,31.98036863101679,0.004395899310721618,-1.9854379340582844,-1.994356138623711,-1.9898107263638856
32,B0007,1.8645844154824656,6.6486019002452075,3353.359,3.999118877711284,2.4650671198328165,3.571177429702568,-7.587969596610111e-05,-0.012892443754729121,-0.0005024664749686986,24,38.88974190356674,24.009209499436224,31.885323098221125,0.004437500549189786,-1.9859212326937588,-1.9935665024864544,-1.9898196892858777
34,B0007,1.8647214057757495,6.643896728660592,3353.828,3.9989132090678416,2.3245135237648467,3.5684201664617263,-7.750415086060168e-05,-0.0165253140309842,-0.0005421349523545204,24,39.05020909972532,23.99388767527952,31.899092194753003,0.00448929444934141,-1.98578657494374,-1.993742172224942,-1.989735122985692
36,B0007,1.8543551484404337,6.616650409656545,3334.734,3.998880903198804,2.5710350219758618,3.573361500937307,-7.337298691362755e-05,-0.01100752155324783,-0.0004756381458598387,24,38.84749298867892,24.04649727533824,31.903381351334662,0.0044384336841681174,-1.9855983986993115,-1.9946244036549008,-1.9899058546208446
38,B0007,1.8542547141409687,6.612586290948833,3334.515,3.998612096877757,2.480418039947629,3.571549155064887,-7.909420054095855e-05,-0.012655593308535681,-0.0005000929356576407,24,38.925487998646425,24.05155117474996,31.913104353560044,0.004460599764552406,-1.98464515234309,-1.994455565707021,-1.9898813043223114
41,B0007,1.8978301955286387,6.763662067943135,3414.031,3.997867489265925,2.3098014715248065,3.5696499442212986,-7.970219272687911e-05,-0.015800623528597818,-0.0005345522157011383,24,39.1732687180847,24.433196536471137,32.17688832724161,0.004317498048967207,-1.9858673734783328,-1.9992261048783584,-1.9894476395497516
45,B0007,1.8873046647839793,6.744187989416195,3395.11,3.999658651631723,2.621590761041292,3.578745848627903,-8.320640885302534e-05,-0.010904173994416785,-0.00045300313935488744,24,39.152744809140096,24.71418246446224,32.45192871669563,0.004252752442388569,-1.983286946756519,-1.9940266531677509,-1.9894380338140036
