Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0038,1.396739518199936,5.803522930438301,9133.5,4.202743417705628,3.938500558243109,4.1807904083961605,0.30164579553223997,-0.0010546620347682983,0.0001262290526772984,24,28.89462899623344,24.78220058283909,26.44427420975879,-1.5694714701633503e-05,1.5205238852430811,0.0205648986320912,0.5705117221443574
5,B0038,1.241183603226764,5.160074503933686,8785.843999999997,4.201797576343344,3.944358479887574,4.183073359961407,0.262889254058693,-0.001171337637542109,0.00011956277318909828,24,36.79511039378537,24.74898940972411,27.019286234453837,-0.0012145153883695988,1.5197115884875998,0.0219859437402888,0.5251558589594375
7,B0038,1.2151296524195325,5.053884059471555,8769.0,4.202006664162163,3.953286719671837,4.1839507229462525,0.25975176532128086,-0.0010962197557921954,0.00011940434404025718,24,36.06109262946051,24.714164165419096,27.037204212830925,-0.0011132208501814257,1.5207583026485598,0.0210885426488616,0.514519483863862
9,B0038,1.1754725178029943,4.8920982690027515,8357.422,4.20197223011736,3.962577424576276,4.184908630401519,0.260663204521473,-0.0010595489281388269,0.00012655502262768804,24,35.612621565064615,24.705344289261888,27.006441182897223,-0.0011345916078931272,1.519457899931164,0.0208294876457088,0.5237205146525179
11,B0038,1.1647907743900656,4.848743667671485,8662.266,4.2019274502426365,3.965160708529236,4.185727150219232,0.25962659460640874,-0.0010768301420452384,0.00012286574104239216,24,35.700570438745295,24.67086329616996,26.915071923006014,-0.001209534367859296,1.5195949212820772,0.0202458356842607,0.4993266538722163
14,B0038,1.153457112009799,4.810075833220098,8362.312999999998,4.201936349605737,4.0018101145255205,4.18832437816277,0.26718397064460614,-0.0009160278961618756,0.00012888789315653368,24,28.43045516039132,24.704475004222765,26.382480566526098,8.494071857665869e-05,1.5179383710513883,0.020414801648131,0.511649585565416
18,B0038,1.1984282058733375,4.994405968400102,8202.844,4.2026739463716245,3.990303125194594,4.186830861659038,0.2593981418919944,-0.0009605775871760395,0.00013196962790997473,24,28.590584510315345,24.70012243171169,26.39630847394781,-4.743788252366829e-05,1.5188937192809664,0.020459820422228,0.5412825049074993
21,B0038,1.186702665925847,4.938417142096343,8377.407000000001,4.201989624174408,3.9582126570506775,4.185244780719077,0.23595052294164828,-0.0009726184306496386,0.00012412422435838038,24,36.57924679172488,24.75575763878714,26.99410278113967,-0.00128253744935919,1.5188235795594045,0.0204248832048844,0.5187594875851018
23,B0038,1.1558637345012313,4.812561071275994,8319.578000000001,4.20205695148543,3.96590641430058,4.18598530075974,0.2393799084486636,-0.0009726910700481413,0.00012640099292183734,24,36.24431228041573,24.807930774823244,26.990225923300546,-0.001292314029477748,1.5198309625661728,0.0204772368757314,0.5143088948649587
25,B0038,1.1622220748543806,4.838496361595519,8443.796,4.202720219922686,3.962265716368979,4.185762820033741,0.23777904536342787,-0.001037913832056572,0.00012581498214253925,24,36.60113933453388,24.806238413366387,27.05514468622877,-0.001230389211189121,1.5198723468226374,0.0203690593388389,0.5093193933563575
27,B0038,1.147655175347909,4.779259268028001,8567.75,4.202704884176442,3.966370287655423,4.1865414980932165,0.2344054026159487,-0.0009757727722742093,0.00012356206164038525,24,36.995874132109336,24.785801350931173,26.99356287876313,-0.0013194898370462592,1.524975906359156,0.0204900237863718,0.495318355855246
