Cycle ID,Battery ID,total_ah,total_wh,cycle_duration,max_voltage,min_voltage,average_voltage,max_dVdt,min_dVdt,average_dVdt,Ambient_Temperature,max_temp,min_temp,average_temp,Rise_temp_per_Sec,max_current,min_current,average_current
2,B0054,1.5558443041400964,6.518186745297193,10799.796999999999,4.20163864447271,3.984547413635695,4.194742163773547,0.12535288803470046,-0.0012186119054678958,5.665874119848763e-05,4,8.593679080006812,4.175439938540518,6.437147377862156,1.7956267975242405e-05,1.5185204671360435,0.0423038986248435,0.5389175620804062
5,B0054,1.3461556576051534,5.634790205690327,10802.109,4.201760518965584,3.960455189972288,4.194229406484902,0.09405022105553079,-0.001573131434299956,5.204498341001666e-05,4,10.268800332573164,4.318279171933352,6.569385189181943,-0.00038413287071691803,1.5181507327787576,0.0505325775554125,0.46501237615785357
7,B0054,1.2279901833008489,5.145108426520906,10800.922000000004,4.201787695134126,3.988104391778259,4.19569961335811,0.09360500292133134,-0.001375115926747685,4.9320841770924045e-05,4,9.087402458559964,4.31609097583732,6.419688859969709,-0.0003784931085755054,1.516971890641853,0.0396613440101898,0.4241170014437226
9,B0054,1.4821359420074645,6.161737646526188,10800.782,4.201760981764428,3.745746918940032,4.182991590230009,0.06994233147141271,-0.001116942554169099,6.885561213874855e-05,4,23.964008082806885,4.34871143258628,7.238899358254381,-0.0016632350154514842,1.5181365605446144,0.0611160420900484,0.5095416584551505
11,B0054,1.182047810287393,4.952350952213606,10799.594,4.201718033695955,3.999069047145065,4.195992318124823,0.0891937878821705,-0.001246037386543611,4.7773867370090036e-05,4,9.182190162379191,4.313137816711333,6.403970423632181,-0.0003651664793235149,1.5169688318160008,0.0301210285928159,0.40810499352302365
14,B0054,1.445101772084208,6.051587971266498,10801.265,4.201659146136842,3.971421842391037,4.1944356848622375,0.09769282194029963,-0.0012717187426837728,5.3063215736775724e-05,4,8.814185911985817,4.459568461157772,6.460973217561238,6.239332870930493e-05,1.5181217311574715,0.0617178282691847,0.49060372764604177
17,B0054,1.199295576927783,5.017410973177079,10800.875,4.2019354510156575,3.962857695465092,4.193924806359409,0.07814774160319973,-0.0012197636424820686,4.877534938295792e-05,4,10.126515440234654,4.197704173667908,6.487040546249685,-0.0004677171693091996,1.5174696371282173,0.0238892054675754,0.4145391577655835
19,B0054,1.3286140193790992,5.530281297845979,10799.625,4.201800760932149,3.834292773180366,4.186356977507431,0.06386208905401865,-0.0010585195811324832,5.8589435623350744e-05,4,20.54491328783916,4.2046856154028776,7.010180304675281,-0.0014046774055932396,1.5180265049158133,0.0406438025569405,0.4592479227656113
21,B0054,1.1577783861173947,4.846651720422841,10799.468999999996,4.20175975521669,3.987421269643272,4.194847912949361,0.07982440945462559,-0.0010799533167311494,4.759882460915001e-05,4,9.220785982700097,4.352785198748935,6.462546759508264,-0.00025686733593103167,1.518738766856909,0.0312207196542454,0.39872114333759934
23,B0054,1.1296018170452349,4.730136454941914,10799.359,4.201763968093423,3.991211784487299,4.195243222244066,0.07652225320306554,-0.0010628791508855522,4.6307955596624626e-05,4,8.915776225572854,4.312515477883055,6.415445409011604,-0.0002605840638641364,1.5173004347222971,0.0231887881111499,0.39019968041582764
26,B0054,1.2895523299128766,5.40225262748145,10799.61,4.201838012466602,3.995254806743229,4.195526015476704,0.08574398611084191,-0.0011496671224475465,4.9352239832208487e-05,4,8.552088482881963,4.327618113816167,6.373574015924773,-7.051763890726204e-06,1.5167174851073904,0.0481157340995514,0.43995472206444974
29,B0054,1.1270772701962526,4.71835615647533,10801.719000000001,4.201679453453631,3.9895038700675776,4.194990035908544,0.07540713427594938,-0.0010587570428772408,4.634690697851664e-05,4,9.121073226113309,4.185191144269528,6.389678668134165,-0.0004308204666925948,1.5170248194536105,0.0241512671553122,0.38689860138708126
31,B0054,1.334469966289516,5.559462190709272,10800.703,4.202629213122783,3.874926855888148,4.187705170220139,0.059871792910197424,-0.0008831639740252387,5.377356895143372e-05,4,16.797239606396246,4.310344332376654,6.869386521711258,-0.001005964864211166,1.517570033298712,0.0414664988401715,0.4589556704218914
